0.5;26582;26582;0;1;1
0.5;30683;30683;0;1;1
0.5;29285;29285;0;1;1
0.5;19460;19460;0;1;1
0.5;36265;36265;0;1;1
0.5;31723;31723;0;1;1
0.5;36529;36529;0;1;1
0.5;24054;24054;0;1;1
0.5;34020;34020;0;1;1
0.5;26063;26063;0;1;1
0.5;29539;29539;0;1;1
0.5;30702;30702;0;1;1
0.5;38270;38270;0;1;1
0.5;29201;29201;0;1;1
0.5;32504;32504;0;1;1
0.5;37322;37322;0;1;1
0.5;25312;25312;0;1;1
0.5;22116;22116;0;1;1
0.5;33656;33656;0;1;1
0.5;33301;33301;0;1;1
0.5;30784;30784;0;1;1
0.5;25979;25979;0;1;1
0.5;34930;34930;0;1;1
0.5;37780;37780;0;1;1
0.5;20691;20691;0;1;1
0.5;32937;32937;0;1;1
0.5;30054;30054;0;1;1
0.5;30545;30545;0;1;1
0.5;25605;25605;0;1;1
0.5;33219;33219;0;1;1
0.5;23430;23430;0;1;1
0.5;30776;30776;0;1;1
0.5;28751;28751;0;1;1
0.5;23888;23888;0;1;1
0.5;31562;31562;0;1;1
0.5;27191;27191;0;1;1
0.5;25214;25214;0;1;1
0.5;26830;26830;0;1;1
0.5;28987;28987;0;1;1
0.5;32732;32732;0;1;1
0.5;19086;19086;0;1;1
0.5;35762;35762;0;1;1
0.5;28890;28890;0;1;1
0.5;34501;34501;0;1;1
0.5;28642;28642;0;1;1
0.5;31058;31058;0;1;1
0.5;16794;16794;0;1;1
0.5;33750;33750;0;1;1
0.5;36747;36747;0;1;1
0.5;29440;29440;0;1;1
0.5;28376;28376;0;1;1
0.5;26579;26579;0;1;1
0.5;25163;25163;0;1;1
0.5;19789;19789;0;1;1
0.5;30639;30639;0;1;1
0.5;28336;28336;0;1;1
0.5;29013;29013;0;1;1
0.5;27915;27915;0;1;1
0.5;30641;30641;0;1;1
0.5;31799;31799;0;1;1
0.5;26863;26863;0;1;1
0.5;37021;37021;0;1;1
0.5;35675;35675;0;1;1
0.5;29057;29057;0;1;1
0.5;32950;32950;0;1;1
0.5;36401;36401;0;1;1
0.5;37170;37170;0;1;1
0.5;25743;25743;0;1;1
0.5;29141;29141;0;1;1
0.5;33784;33784;0;1;1
0.5;22974;22974;0;1;1
0.5;28492;28492;0;1;1
0.5;37726;37726;0;1;1
0.5;37908;37908;0;1;1
0.5;35307;35307;0;1;1
0.5;25343;25343;0;1;1
0.5;29141;29141;0;1;1
0.5;24002;24002;0;1;1
0.5;31236;31236;0;1;1
0.5;29875;29875;0;1;1
0.5;24279;24279;0;1;1
0.5;31591;31591;0;1;1
0.5;27561;27561;0;1;1
0.5;36106;36106;0;1;1
0.5;34888;34888;0;1;1
0.5;31324;31324;0;1;1
0.5;31425;31425;0;1;1
0.5;31485;31485;0;1;1
0.5;38000;38000;0;1;1
0.5;36112;36112;0;1;1
0.5;23216;23216;0;1;1
0.5;28923;28923;0;1;1
0.5;22989;22989;0;1;1
0.5;35115;35115;0;1;1
0.5;35097;35097;0;1;1
0.5;14023;14023;0;1;1
0.5;28363;28363;0;1;1
0.5;26406;26406;0;1;1
0.5;31804;31804;0;1;1
0.5;20778;20778;0;1;1
0.5;13304;13304;0;1;1
0.5;39619;39619;0;1;1
0.5;26505;26505;0;1;1
0.5;25969;25969;0;1;1
0.5;25725;25725;0;1;1
0.5;28271;28271;0;1;1
0.5;30313;30313;0;1;1
0.5;29816;29816;0;1;1
0.5;29862;29862;0;1;1
0.5;29582;29582;0;1;1
0.5;29158;29158;0;1;1
0.5;36629;36629;0;1;1
0.5;30815;30815;0;1;1
0.5;33215;33215;0;1;1
0.5;24557;24557;0;1;1
0.5;30467;30467;0;1;1
0.5;31821;31821;0;1;1
0.5;31879;31879;0;1;1
0.5;37410;37410;0;1;1
0.5;19234;19234;0;1;1
0.5;22193;22193;0;1;1
0.5;21819;21819;0;1;1
0.5;29310;29310;0;1;1
0.5;24800;24800;0;1;1
0.5;33875;33875;0;1;1
0.5;21332;21332;0;1;1
0.5;31690;31690;0;1;1
0.5;25715;25715;0;1;1
0.5;20428;20428;0;1;1
0.5;20870;20870;0;1;1
0.5;21964;21964;0;1;1
0.5;36832;36832;0;1;1
0.5;37240;37240;0;1;1
0.5;20011;20011;0;1;1
0.5;29553;29553;0;1;1
0.5;22428;22428;0;1;1
0.5;24885;24885;0;1;1
0.5;20863;20863;0;1;1
0.5;27119;27119;0;1;1
0.5;23378;23378;0;1;1
0.5;28843;28843;0;1;1
0.5;27179;27179;0;1;1
0.5;27407;27407;0;1;1
0.5;32899;32899;0;1;1
0.5;24497;24497;0;1;1
0.5;33729;33729;0;1;1
0.5;30167;30167;0;1;1
0.5;17823;17823;0;1;1
0.5;29483;29483;0;1;1
0.5;24962;24962;0;1;1
0.5;24521;24521;0;1;1
0.5;40787;40787;0;1;1
0.5;33416;33416;0;1;1
0.5;27711;27711;0;1;1
0.5;27925;27925;0;1;1
0.5;27715;27715;0;1;1
0.5;34349;34349;0;1;1
0.5;35220;35220;0;1;1
0.5;29858;29858;0;1;1
0.5;21500;21500;0;1;1
0.5;34450;34450;0;1;1
0.5;26154;26154;0;1;1
0.5;35477;35477;0;1;1
0.5;24678;24678;0;1;1
0.5;25251;25251;0;1;1
0.5;34654;34654;0;1;1
0.5;34467;34467;0;1;1
0.5;30557;30557;0;1;1
0.5;34525;34525;0;1;1
0.5;28449;28449;0;1;1
0.5;27200;27200;0;1;1
0.5;27386;27386;0;1;1
0.5;27469;27469;0;1;1
0.5;33122;33122;0;1;1
0.5;34757;34757;0;1;1
0.5;28571;28571;0;1;1
0.5;27087;27087;0;1;1
0.5;36693;36693;0;1;1
0.5;30570;30570;0;1;1
0.5;28522;28522;0;1;1
0.5;32923;32923;0;1;1
0.5;33884;33884;0;1;1
0.5;29576;29576;0;1;1
0.5;31544;31544;0;1;1
0.5;20498;20498;0;1;1
0.5;32776;32776;0;1;1
0.5;39348;39348;0;1;1
0.5;30942;30942;0;1;1
0.5;35853;35853;0;1;1
0.5;21701;21701;0;1;1
0.5;28582;28582;0;1;1
0.5;22929;22929;0;1;1
0.5;25864;25864;0;1;1
0.5;30783;30783;0;1;1
0.5;18718;18718;0;1;1
0.5;22272;22272;0;1;1
0.5;31563;31563;0;1;1
0.5;21641;21641;0;1;1
0.5;37717;37717;0;1;1
0.5;32310;32310;0;1;1
0.5;36576;36576;0;1;1
0.5;25098;25098;0;1;1
0.5;27914;27914;0;1;1
0.5;29903;29903;0;1;1
0.5;36692;36692;0;1;1
0.5;34507;34507;0;1;1
0.5;27190;27190;0;1;1
0.5;34126;34126;0;1;1
0.5;23460;23460;0;1;1
0.5;27865;27865;0;1;1
0.5;29811;29811;0;1;1
0.5;24847;24847;0;1;1
0.5;37357;37357;0;1;1
0.5;30310;30310;0;1;1
0.5;32051;32051;0;1;1
0.5;31555;31555;0;1;1
0.5;32705;32705;0;1;1
0.5;20900;20900;0;1;1
0.5;26390;26390;0;1;1
0.5;21569;21569;0;1;1
0.5;27068;27068;0;1;1
0.5;32523;32523;0;1;1
0.5;25743;25743;0;1;1
0.5;32131;32131;0;1;1
0.5;23047;23047;0;1;1
0.5;18597;18597;0;1;1
0.5;40325;40325;0;1;1
0.5;20440;20440;0;1;1
0.5;24469;24469;0;1;1
0.5;35170;35170;0;1;1
0.5;31368;31368;0;1;1
0.5;24343;24343;0;1;1
0.5;27333;27333;0;1;1
0.5;21275;21275;0;1;1
0.5;27568;27568;0;1;1
0.5;17145;17145;0;1;1
0.5;37512;37512;0;1;1
0.5;25863;25863;0;1;1
0.5;30187;30187;0;1;1
0.5;26979;26979;0;1;1
0.5;18775;18775;0;1;1
0.5;21210;21210;0;1;1
0.5;23936;23936;0;1;1
0.5;31148;31148;0;1;1
0.5;37337;37337;0;1;1
0.5;33117;33117;0;1;1
0.5;28145;28145;0;1;1
0.5;29436;29436;0;1;1
0.5;19626;19626;0;1;1
0.5;26175;26175;0;1;1
0.5;32567;32567;0;1;1
0.5;27858;27858;0;1;1
0.5;23348;23348;0;1;1
0.5;31117;31117;0;1;1
0.5;27757;27757;0;1;1
0.5;36618;36618;0;1;1
0.5;23575;23575;0;1;1
0.5;15643;15643;0;1;1
