ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;56;0;11340;0;0;0;11340;0;0.0056;0.004019999999999999;;10274;10276;175552;194627;10274;10278;10280;173508;195617;10278
2;19;28350;28350;2534;0;4000;800;-4;0;4000;804;0.08938271604938272;0.001417989417989418;;456572;488324;4552;213433;461343;456573;489887;11517;1160647;461304
3;18;33750;33750;57;0;3360;0;0;0;3360;0;0.0016888888888888889;0.001191111111111111;;10457;10463;40552;678042;10457;10461;15023;38517;2114131;10464
4;17;37800;37800;1639;0;3000;560;52;0;3000;508;0.04335978835978836;0.0010634920634920635;;295346;344855;31552;696651;299421;295347;325551;29517;2539603;298974
5;16;39375;39375;4540;0;2880;1840;260;0;2880;1580;0.11530158730158731;0.001020952380952381;;817886;1642640;18052;1000374;915583;817869;1321319;16017;2759474;890160
6;15;40000;40000;1111;0;2835;346;106;0;2835;240;0.027775;0.0010049999999999998;;200318;1840559;194446;1825129;259219;200319;980272;192462;3482819;224552
7;14;45000;45000;483;0;2520;105;-12;0;2520;117;0.010733333333333333;0.0008933333333333334;;87127;795251;175552;2054836;91517;87131;556684;173509;3754654;89174
8;13;45360;45360;471;0;2500;50;-24;0;2500;74;0.010383597883597884;0.0008862433862433862;;84968;555077;10801;2150377;87067;84972;1432755;8416;3816926;88643
9;12;50000;50000;2326;0;2268;756;0;0;2268;756;0.04652;0.000804;;419129;2450213;194450;2246426;548920;419120;2168090;192453;3727078;544330
10;11;52500;52500;795;0;2160;159;-151;0;2160;310;0.015142857142857144;0.0007657142857142857;;143295;1069675;85556;2676227;162380;143299;1246687;83521;3957858;173181
11;10;54000;54000;4013;0;2100;2042;202;0;2100;1840;0.07431481481481482;0.0007444444444444445;;723026;3271527;175556;2828144;1086117;723026;3019438;173521;4508114;1030097
12;9;60000;60000;669;0;1890;183;-69;0;1890;252;0.01115;0.00067;;120617;2707517;194537;3566936;158317;120621;1867302;192545;6142948;158878
13;8;60480;60480;2414;0;1875;1111;27;0;1875;1084;0.039914021164021166;0.0006646825396825397;;434944;3803037;9956;3696226;687464;434948;3486793;7921;6538295;667913
14;7;65625;65625;5021;0;1728;2303;113;0;1728;2190;0.07651047619047618;0.0006125714285714285;;904566;4614316;18056;4163103;1436706;904568;3618510;16021;6368302;1376847
15;6;70875;70875;5011;0;1600;2417;334;0;1600;2083;0.07070194003527337;0.0005671957671957671;;902765;5841203;18056;5069410;1719025;902785;4842120;16021;6463420;1515404
16;5;72000;72000;2410;0;1575;1218;138;0;1575;1080;0.03347222222222222;0.0005583333333333333;;434244;6140869;175556;6504435;922923;434233;3910961;173512;7859877;742068
17;4;75000;75000;1056;0;1512;433;-12;0;1512;445;0.01408;0.000536;;190404;6259884;175556;8495242;427117;190404;4154448;173521;7350822;331571
18;3;78750;78750;13027;19;1440;6845;2087;0;1440;4758;0.16542222222222222;0.0005104761904761905;;2369730;11854281;867995;8715977;6540183;2369281;5386801;866008;7457701;3462967
19;2;84375;84375;1419;29;1344;668;117;0;1344;551;0.01681777777777778;0.00047644444444444443;;255730;13240362;18953;25368594;955481;255735;4769588;58411;10891796;494617
20;1;87500;87500;1110;56;1296;557;124;0;1296;433;0.012685714285714286;0.00045942857142857146;;200109;15547590;85556;34919829;978119;200110;4406856;83521;11646500;402256
;;113400000;;;;;22393;;;;19105;0.8809569576719577;0.018867412698412703;0.8998243703703704
;;;;;;;0.14683159916045194;;;;;
