ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;15750;15750;149;0;7200;0;0;0;7200;0;0.00946031746031746;0.0025523809523809527;;27019;27021;40552;193517;27019;27023;27025;38517;195617;27023
2;19;18900;18900;1398;0;6000;0;0;0;6000;0;0.07396825396825397;0.002126984126984127;;251979;262067;13552;229084;251979;251980;263174;11517;231065;251981
3;18;28350;28350;113;0;4000;0;0;0;4000;0;0.0039858906525573196;0.001417989417989418;;20538;20544;4552;488773;20538;20542;26126;20517;1025424;20546
4;17;33750;33750;2529;0;3360;960;45;0;3360;915;0.07493333333333334;0.001191111111111111;;455671;795785;40552;517389;492014;455672;796867;38517;1463419;491427
5;16;37800;37800;1951;0;3000;600;-5;0;3000;605;0.05161375661375661;0.0010634920634920635;;351634;826273;292527;981417;377237;351518;826087;290504;1832668;377206
6;15;40000;40000;2694;0;2835;995;-4;0;2835;999;0.06735;0.0010049999999999998;;485364;1660412;175552;1339905;593555;485351;1294476;173511;1926845;579375
7;14;45000;45000;537;0;2520;19;-30;0;2520;49;0.011933333333333334;0.0008933333333333334;;96851;798537;175552;1840794;100524;96855;797855;173518;3406565;103423
8;13;47250;47250;1958;0;2400;135;-12;0;2400;147;0.04143915343915344;0.0008507936507936508;;352754;863645;76503;1946059;375968;352753;1117058;74501;3147110;379561
9;12;50000;50000;2494;0;2268;911;12;0;2268;899;0.04988;0.000804;;449344;2484088;175556;2305945;590134;449346;1984639;173515;3612442;578445
10;11;52500;52500;4436;0;2160;1762;40;0;2160;1722;0.0844952380952381;0.0007657142857142857;;799151;3292759;85556;2768661;1153165;799152;2477608;83521;3495546;1080631
11;10;56250;56250;947;0;2016;269;6;0;2016;263;0.016835555555555555;0.0007146666666666666;;170648;2024620;40556;3877622;218229;170652;1836578;38521;4557901;213652
12;9;60000;60000;124;0;1890;62;3;0;1890;59;0.0020666666666666667;0.00067;;22510;835328;175556;4060411;33164;22504;1047631;173521;4633840;32180
13;8;60480;60480;4246;0;1875;1983;159;0;1875;1824;0.07020502645502645;0.0006646825396825397;;764959;4237005;9956;4091504;1320354;764946;4205768;7921;4657481;1241496
14;7;64800;64800;347;0;1750;104;-62;0;1750;166;0.005354938271604938;0.0006203703703703703;;62645;2530003;31556;4864624;92164;62651;2530909;29521;6637780;107766
15;6;72000;72000;954;0;1575;281;-116;0;1575;397;0.01325;0.0005583333333333333;;171923;2742946;175556;4942394;245929;171927;3481894;173521;7121096;301209
16;5;75000;75000;4385;0;1512;1868;290;0;1512;1578;0.05846666666666667;0.000536;;789984;5721292;175556;5117360;1509282;789973;4718695;173521;6902265;1396431
17;4;75600;75600;7589;0;1500;3755;734;0;1500;3021;0.10038359788359788;0.0005317460317460317;;1367051;7474464;653545;5969140;3064727;1367019;4669868;651676;5965507;2325852
18;3;81000;81000;3594;0;1400;1828;257;0;1400;1571;0.04437037037037037;0.0004962962962962963;;647474;9505858;175556;12128567;1924532;647461;5973338;173521;8979749;1426465
19;2;84000;84000;7248;29;1350;3763;887;0;1350;2876;0.08628571428571429;0.00047857142857142857;;1305660;13000231;175556;13438667;4987307;1305682;6894520;173521;9644706;2830495
20;1;87500;87500;1320;39;1296;674;127;0;1296;547;0.015085714285714286;0.00045942857142857146;;237917;12667801;85556;26384832;1088969;237918;7591410;83521;11260604;569057
;;113400000;;;;;19969;;;;17638;0.8813635273368605;0.018400894179894184;0.8997644215167547
;;;;;;;0.1167309329460664;;;;;
