ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;17000;17000;1518;0;59;0;0;0;59;0;0.08929411764705883;0.002364705882352941
2;9;44000;44000;1708;0;23;2;0;0;23;2;0.03881818181818182;0.0009136363636363636
3;8;53000;53000;11446;0;19;12;0;0;19;12;0.21596226415094338;0.0007584905660377359
4;7;59000;59000;4209;0;17;8;0;0;17;8;0.07133898305084746;0.0006813559322033898
5;6;65000;65000;2291;0;16;3;0;0;16;3;0.035246153846153844;0.0006184615384615384
6;5;71000;71000;407;0;15;0;0;0;15;0;0.005732394366197183;0.0005661971830985916
7;4;79000;79000;2479;0;13;6;0;0;13;6;0.03137974683544304;0.0005088607594936708
8;3;84000;84000;5705;0;12;8;-1;0;12;9;0.06791666666666667;0.00047857142857142857
9;2;87000;87000;3196;0;12;8;0;0;12;8;0.036735632183908046;0.00046206896551724135
10;1;90000;90000;13468;0;11;29;4;0;11;25;0.14964444444444444;0.0004466666666666667
;;1000000;;;;;76;;;;73;0.7420685850098447;0.007799015286039567;0.7498676002958843
;;;;;;;0.039473684210526314;;;;;
