ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;18000;18000;2916;0;56;0;0;0;56;0;0.162;0.0022333333333333333
2;9;20000;20000;2092;0;50;5;5;0;50;0;0.1046;0.0020099999999999996
3;8;35000;35000;2458;0;29;5;0;0;29;5;0.07022857142857143;0.0011485714285714285
4;7;39000;39000;1028;0;26;1;0;0;26;1;0.026358974358974357;0.0010307692307692307
5;6;46000;46000;837;0;22;3;0;0;22;3;0.018195652173913043;0.0008739130434782608
6;5;62000;62000;4027;0;17;8;0;0;17;8;0.0649516129032258;0.0006483870967741935
7;4;70000;70000;1661;0;15;2;0;0;15;2;0.02372857142857143;0.0005742857142857142
8;3;85000;85000;1492;0;12;2;0;0;12;2;0.017552941176470587;0.0004729411764705882
9;2;97000;97000;2520;0;11;10;0;0;11;10;0.02597938144329897;0.00041443298969072163
10;1;99000;99000;2619;0;11;3;0;0;11;3;0.026454545454545456;0.0004060606060606061
;;1000000;;;;;39;;;;34;0.5400502503675711;0.009812694619434075;0.5498629449870053
;;;;;;;0.1282051282051282;;;;;
