ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;30000;30000;1223;0;34;0;0;0;34;0;0.040766666666666666;0.00134
2;9;35000;35000;1273;0;29;0;0;0;29;0;0.03637142857142857;0.0011485714285714285
3;8;41000;41000;662;0;25;0;0;0;25;0;0.016146341463414635;0.0009804878048780487
4;7;45000;45000;632;0;23;0;0;0;23;0;0.014044444444444444;0.0008933333333333334
5;6;54000;54000;1787;0;19;1;0;0;19;1;0.03309259259259259;0.0007444444444444445
6;5;58000;58000;2555;0;18;6;-1;0;17;7;0.044051724137931035;0.000693103448275862
7;4;61000;61000;8537;0;17;18;1;0;17;17;0.13995081967213116;0.000659016393442623
8;3;65000;65000;15730;0;15;35;8;0;15;27;0.242;0.0006184615384615384
9;2;91000;91000;10569;0;11;26;0;0;11;26;0.11614285714285714;0.0004417582417582418
10;1;95000;95000;15141;1;11;28;7;0;11;21;0.15937894736842106;0.0004231578947368421
;;1000000;;;;;114;;;;99;0.8419458220598872;0.007942334527902361;0.8498881565877896
;;;;;;;0.13157894736842105;;;;;
