ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;12000;12000;122;0;84;0;0;0;84;0;0.010166666666666666;0.0033499999999999997
2;9;14000;14000;1333;0;72;0;0;0;72;0;0.09521428571428571;0.002871428571428571
3;8;17000;17000;384;0;59;0;0;0;59;0;0.02258823529411765;0.002364705882352941
4;7;26000;26000;136;0;39;0;0;0;39;0;0.005230769230769231;0.001546153846153846
5;6;28000;28000;679;0;36;4;2;0;36;2;0.02425;0.0014357142857142856
6;5;33000;33000;3562;0;31;24;0;0;31;24;0.10793939393939395;0.0012181818181818183
7;4;40000;40000;717;0;25;0;0;0;25;0;0.017925;0.0010049999999999998
8;3;44000;44000;3495;0;23;15;2;0;23;13;0.07943181818181819;0.0009136363636363636
9;2;65000;65000;2903;0;16;12;0;0;16;12;0.04466153846153846;0.0006184615384615384
10;1;94000;94000;11909;0;11;40;0;0;11;40;0.12669148936170213;0.00042765957446808513
;;1000000;;;;;95;;;;91;0.534099196850292;0.015750941880397447;0.5498501387306894
;;;;;;;0.042105263157894736;;;;;
