ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;16000;16000;280;0;63;0;0;0;63;0;0.0175;0.0025125
2;9;30000;30000;371;0;34;0;0;0;34;0;0.012366666666666666;0.00134
3;8;36000;36000;1643;0;28;0;-1;0;28;1;0.04563888888888889;0.0011166666666666666
4;7;42000;42000;12738;0;24;32;10;0;24;22;0.30328571428571427;0.0009571428571428571
5;6;66000;66000;791;0;16;0;0;0;16;0;0.011984848484848485;0.0006090909090909092
6;5;81000;81000;4139;0;13;4;0;0;13;4;0.051098765432098764;0.0004962962962962963
7;4;83000;83000;7636;0;12;14;0;0;12;14;0.092;0.00048433734939759034
8;3;93000;93000;3312;0;11;8;0;0;11;8;0.03561290322580645;0.000432258064516129
9;2;96000;96000;10131;0;11;17;0;0;11;17;0.10553125;0.00041874999999999996
10;1;100000;100000;1612;0;10;3;0;0;10;3;0.01612;0.000402
;;1000000;;;;;78;;;;69;0.6911390369840235;0.00876904214311045;0.6999080791271339
;;;;;;;0.11538461538461539;;;;;
