ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;10000;10000;128;0;100;0;0;0;100;0;0.0128;0.004019999999999999
2;9;10000;10000;646;0;100;0;0;0;100;0;0.0646;0.004019999999999999
3;8;15000;15000;2042;0;67;0;0;0;67;0;0.13613333333333333;0.00268
4;7;22000;22000;3686;0;46;18;0;0;46;18;0.16754545454545455;0.0018272727272727273
5;6;27000;27000;758;0;38;3;0;0;38;3;0.028074074074074074;0.001488888888888889
6;5;40000;40000;70;0;25;0;0;0;25;0;0.00175;0.0010049999999999998
7;4;66000;66000;1515;0;16;5;0;0;16;5;0.022954545454545453;0.0006090909090909092
8;3;80000;80000;7110;0;13;26;0;0;13;26;0.088875;0.0005024999999999999
9;2;85000;85000;3957;0;12;7;0;0;12;7;0.04655294117647059;0.0004729411764705882
10;1;93000;93000;5904;0;11;16;0;0;11;16;0.06348387096774194;0.000432258064516129
;;1000000;;;;;75;;;;75;0.6327692195516199;0.017057951766239244;0.6498271713178592
;;;;;;;0.0;;;;;
