ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;11000;11000;312;0;91;0;0;0;91;0;0.028363636363636365;0.0036545454545454546
2;9;13000;13000;847;0;77;0;0;0;77;0;0.06515384615384616;0.003092307692307692
3;8;24000;24000;64;0;42;0;0;0;42;0;0.0026666666666666666;0.0016749999999999998
4;7;27000;27000;181;0;38;1;0;0;38;1;0.006703703703703704;0.001488888888888889
5;6;55000;55000;3040;0;19;6;0;0;19;6;0.05527272727272727;0.0007309090909090909
6;5;70000;70000;1398;0;15;3;0;0;15;3;0.01997142857142857;0.0005742857142857142
7;4;76000;76000;4401;0;14;15;0;0;14;15;0.0579078947368421;0.0005289473684210527
8;3;80000;80000;5262;0;13;19;-3;0;13;22;0.065775;0.0005024999999999999
9;2;83000;83000;10754;0;12;38;0;0;12;38;0.12956626506024096;0.00048433734939759034
10;1;100000;100000;15531;0;10;44;4;0;10;40;0.15531;0.000402
;;1000000;;;;;126;;;;125;0.5866911685290919;0.013133721558755482;0.5998248900878473
;;;;;;;0.007936507936507936;;;;;
