ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;17000;17000;1160;0;59;0;0;0;59;0;0.06823529411764706;0.002364705882352941
2;9;36000;36000;5532;0;28;8;0;0;28;8;0.15366666666666667;0.0011166666666666666
3;8;40000;40000;4611;0;25;7;1;0;25;6;0.115275;0.0010049999999999998
4;7;44000;44000;208;0;23;0;0;0;23;0;0.0047272727272727275;0.0009136363636363636
5;6;46000;46000;1455;0;22;4;1;0;22;3;0.0316304347826087;0.0008739130434782608
6;5;52000;52000;1208;0;20;1;0;0;20;1;0.023230769230769232;0.000773076923076923
7;4;54000;54000;372;0;19;0;0;0;19;0;0.006888888888888889;0.0007444444444444445
8;3;72000;72000;8223;0;14;18;2;0;14;16;0.11420833333333333;0.0005583333333333333
9;2;95000;95000;939;0;11;1;0;0;11;1;0.009884210526315789;0.0004231578947368421
10;1;98000;98000;25766;0;10;53;1;0;10;52;0.2629183673469388;0.00041020408163265306
;;1000000;;;;;92;;;;87;0.7906652376204413;0.009183138633358427;0.7998483762537997
;;;;;;;0.05434782608695652;;;;;
