ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;16000;16000;3890;0;63;0;0;0;63;0;0.243125;0.0025125
2;9;18000;18000;220;0;56;0;0;0;56;0;0.012222222222222223;0.0022333333333333333
3;8;24000;24000;2717;0;42;7;7;0;42;0;0.11320833333333333;0.0016749999999999998
4;7;56000;56000;3006;0;18;2;-3;0;18;5;0.05367857142857143;0.0007178571428571428
5;6;57000;57000;3278;0;18;9;1;0;18;8;0.057508771929824565;0.0007052631578947368
6;5;63000;63000;4506;0;16;10;2;0;16;8;0.07152380952380952;0.0006380952380952382
7;4;65000;65000;2265;0;16;10;0;0;16;10;0.034846153846153846;0.0006184615384615384
8;3;79000;79000;8990;0;13;32;1;0;13;31;0.11379746835443039;0.0005088607594936708
9;2;83000;83000;14692;1;12;48;11;0;12;37;0.17701204819277108;0.00048433734939759034
10;1;85000;85000;1050;1;12;1;-1;0;12;2;0.012352941176470587;0.0004729411764705882
;;1000000;;;;;119;;;;101;0.8892753200075869;0.010566649696003837;0.8998419697035908
;;;;;;;0.15126050420168066;;;;;
