ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter
1;20;25200;25200;123;0;4500;0;0;0;4500;0;0.004880952380952381;0.0015952380952380953;22348;22348;31540;193916;22344;22350;29508;755823
2;19;30240;30240;1329;0;3750;0;0;0;3750;0;0.0439484126984127;0.0013293650793650795;239555;246413;6197;223447;239554;246782;8379;1416108
3;18;39375;39375;2466;0;2880;300;-54;0;2880;354;0.06262857142857142;0.001020952380952381;444336;730673;18023;470336;444318;731006;15998;2608826
4;17;40000;40000;2350;0;2835;570;158;0;2835;412;0.05875;0.0010049999999999998;423460;921319;175523;922153;423441;714047;173498;2677167
5;16;45000;45000;728;0;2520;45;-32;0;2520;77;0.016177777777777777;0.0008933333333333334;131250;166863;175523;1353089;131246;384122;173495;3047460
6;15;47250;47250;7704;0;2400;2395;818;0;2400;1577;0.16304761904761905;0.0008507936507936508;1387759;2722843;40523;1492022;1387758;2119259;38498;2766073
7;14;50400;50400;44;0;2250;31;-16;0;2250;47;0.000873015873015873;0.0007976190476190477;8117;465224;61985;2892125;8085;473658;59952;3609006
8;13;54000;54000;267;0;2100;8;-15;0;2100;23;0.004944444444444444;0.0007444444444444445;48254;514517;175528;2907817;48252;1194136;173502;4193088
9;12;56250;56250;5225;0;2016;1481;151;0;2016;1330;0.09288888888888888;0.0007146666666666666;941290;3670386;40528;2958167;941291;3095486;38502;3611093
10;11;56700;56700;774;0;2000;143;-26;0;2000;169;0.013650793650793651;0.000708994708994709;139527;1927616;13528;3912738;139525;1204707;11502;4831722
11;10;60480;60480;2240;0;1875;622;20;0;1875;602;0.037037037037037035;0.0006646825396825397;403636;3971952;266035;4061756;403632;3693505;263550;5777367
12;9;64800;64800;1252;0;1750;255;-57;0;1750;312;0.019320987654320988;0.0006203703703703703;225681;3649192;31528;4471516;225680;3772077;29502;6459541
13;8;65625;65625;2114;0;1728;650;60;0;1728;590;0.03221333333333333;0.0006125714285714285;380958;4327610;18028;4745227;380958;3167255;16002;5227644
14;7;67500;67500;548;0;1680;215;32;0;1680;183;0.008118518518518518;0.0005955555555555556;98846;3703639;85528;5146631;98844;1995414;83502;6024789
15;6;70000;70000;4496;0;1620;1662;230;0;1620;1432;0.06422857142857143;0.0005742857142857142;809959;5590336;175528;5253279;809949;4881659;173502;5403301
16;5;72000;72000;5883;0;1575;2256;495;0;1575;1761;0.08170833333333333;0.0005583333333333333;1059732;7186312;175528;6308145;1059727;5446984;173502;6296215
17;4;75000;75000;4311;3;1512;1717;458;0;1512;1259;0.05748;0.000536;776646;8795633;175528;8269900;776647;4296771;173502;7368451
18;3;78750;78750;6740;21;1440;3120;1392;0;1440;1728;0.08558730158730159;0.0005104761904761905;1214127;10829863;493325;18663730;1214104;5815341;491374;8157738
19;2;81000;81000;2661;53;1400;1250;471;0;1400;779;0.032851851851851854;0.0004962962962962963;479424;14349184;175528;24750926;479417;5111735;173502;10319316
20;1;84000;84000;355;54;1350;175;57;0;1350;118;0.004226190476190476;0.00047857142857142857;64093;12948875;175528;37808098;64096;3056894;173502;10806816
;;113400000;;;;;16895;;;;12753;0.8845626014109345;0.015307550264550267;0.8998701516754847
;;;;;;;0.24516129032258063;;;;;
