ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter
1;20;20000;20000;18;0;2835;0;0;0;2835;0;0.0009;0.0020099999999999996;3444;3444;175537;195915;3440;3446;173487;197665
2;19;25200;25200;199;0;2250;0;0;0;2250;0;0.007896825396825397;0.0015952380952380953;36016;36016;31554;207088;36012;36018;29511;208732
3;18;28350;28350;167;0;2000;0;0;0;2000;0;0.005890652557319224;0.001417989417989418;30270;30270;4537;250288;30266;34884;12679;641609
4;17;33750;33750;2841;0;1680;365;-26;0;1680;391;0.08417777777777778;0.001191111111111111;511843;601362;40537;287797;511823;601558;38501;1090049
5;16;37800;37800;7693;0;1500;1036;330;0;1500;706;0.20351851851851852;0.0010634920634920635;1385787;1978165;32417;807066;1385786;1936124;29982;808842
6;15;39375;39375;526;0;1440;30;-17;0;1440;47;0.013358730158730158;0.001020952380952381;94885;143544;18037;2204565;94883;143100;16001;2206311
7;14;45360;45360;2767;0;1250;350;-11;0;1250;361;0.06100088183421517;0.0008862433862433862;498515;1197236;10817;2306944;498514;1196585;8397;2461077
8;13;47250;47250;247;0;1200;11;0;0;1200;11;0.0052275132275132275;0.0008507936507936508;44667;62390;41422;2813109;44665;627103;38999;3769962
9;12;52500;52500;3;0;1080;0;-4;0;1080;4;5.714285714285714e-05;0.0007657142857142857;739;742;85542;2865383;737;881;83505;3418094
10;11;54000;54000;4867;0;1050;1182;155;0;1050;1027;0.09012962962962963;0.0007444444444444445;876727;3486861;175542;2873899;876725;2976956;173505;3632022
11;10;56700;56700;1182;0;1000;165;-4;0;1000;169;0.020846560846560846;0.000708994708994709;213084;758173;52929;3761337;213084;842620;50541;3761993
12;9;60000;60000;1909;0;945;370;37;0;945;333;0.03181666666666667;0.00067;343934;4105823;186974;3995323;343931;3191918;184936;4830086
13;8;63000;63000;1756;0;900;326;1;0;900;325;0.027873015873015872;0.0006380952380952382;316389;954465;175542;4347205;316393;2435033;173505;4607714
14;7;67500;67500;1848;0;840;405;28;0;840;377;0.02737777777777778;0.0005955555555555556;332952;3913595;605773;4719996;332951;2675708;603717;5532881
15;6;70000;70000;4069;0;810;940;140;0;810;800;0.058128571428571425;0.0005742857142857142;733111;4168519;175542;5061002;733112;3339380;173505;5092244
16;5;75000;75000;1752;0;756;351;-3;0;756;354;0.02336;0.000536;315680;4608400;175542;5837494;315680;3246205;173505;7167858
17;4;78750;78750;3358;0;720;655;-34;0;720;689;0.04264126984126984;0.0005104761904761905;605002;6501978;144931;6697772;604999;4402676;231981;6896967
18;3;81000;81000;7178;10;700;1664;291;0;700;1373;0.08861728395061728;0.0004962962962962963;1293090;10469668;175542;9449080;1293089;4802250;173505;8824684
19;2;87500;87500;2121;4;648;427;54;0;648;373;0.02424;0.00045942857142857146;382217;8999835;85542;19231185;382216;4886707;83505;10183168
20;1;94500;94500;6196;74;600;1461;298;0;600;1163;0.06556613756613756;0.0004253968253968254;1116203;13308428;138894;23418854;1116206;6557727;136959;11140431
;;56700000;;;;;9738;;;;8503;0.8826249559082894;0.01716050793650794;0.8997854638447973
;;;;;;;0.1268227562127747;;;;;
