ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter
1;20;10000;10000;141;0;11340;0;0;0;11340;0;0.0141;0.004019999999999999;25578;25578;175523;196632;25574;25580;173498;199822
2;19;18900;18900;634;0;6000;0;0;0;6000;0;0.033544973544973544;0.002126984126984127;114318;114318;13523;229939;114284;118770;11498;518308
3;18;20000;20000;2712;0;5670;600;570;0;5670;30;0.1356;0.0020099999999999996;488604;621700;209012;351583;488603;619303;206953;354803
4;17;25200;25200;203;0;4500;0;0;0;4500;0;0.008055555555555555;0.0015952380952380953;36740;36889;31523;847450;36743;41595;29498;850740
5;16;26250;26250;2255;0;4320;1440;300;0;4320;1140;0.0859047619047619;0.0015314285714285714;406335;1116620;40523;891688;406322;1075450;38498;895075
6;15;40000;40000;1529;0;2835;507;-9;0;2835;516;0.038225;0.0010049999999999998;275541;872659;705833;1304504;275525;872154;703854;1953441
7;14;42000;42000;2462;0;2700;900;-7;0;2700;907;0.05861904761904762;0.0009571428571428571;443602;1394478;175523;1588469;443603;1108281;173498;1687122
8;13;50000;50000;2533;0;2268;967;-39;0;2268;1006;0.05066;0.000804;456368;1126385;209040;2084717;456368;1580934;206995;3562125
9;12;52500;52500;262;0;2160;48;-8;0;2160;56;0.00499047619047619;0.0007657142857142857;47351;220219;500161;2548886;47326;874223;498116;3625453
10;11;56700;56700;6823;0;2000;3211;48;0;2000;3163;0.12033509700176367;0.000708994708994709;1229187;4195177;136098;2592544;1229069;3661505;134020;2924898
11;10;60000;60000;1153;0;1890;508;-61;0;1890;569;0.019216666666666667;0.00067;207865;3712705;705796;4504035;207865;1615732;703829;4704513
12;9;63000;63000;261;0;1800;69;-49;0;1800;118;0.004142857142857143;0.0006380952380952382;47183;2333341;175528;4759898;47181;1801003;173499;4762101
13;8;67500;67500;2084;0;1680;792;-168;0;1680;960;0.030874074074074075;0.0005955555555555556;375550;4383340;85528;4814832;375553;4162019;83502;5760211
14;7;70000;70000;1559;0;1620;545;-92;0;1620;637;0.02227142857142857;0.0005742857142857142;280931;4392770;209040;5657784;280931;4017333;206995;5656038
15;6;81000;81000;6567;0;1400;3131;119;0;1400;3012;0.08107407407407408;0.0004962962962962963;1182981;6914710;175528;5946708;1182983;6438035;173502;7038228
16;5;84000;84000;2538;0;1350;1051;58;0;1350;993;0.030214285714285714;0.00047857142857142857;457272;6981976;627672;7266421;457271;4872357;625624;7263373
17;4;84375;84375;2148;0;1344;1029;96;0;1344;933;0.025457777777777777;0.00047644444444444443;387076;9232035;18028;9006228;387078;5637712;16002;8991895
18;3;87500;87500;614;0;1296;286;26;0;1296;260;0.007017142857142857;0.00045942857142857146;110729;6982445;85528;13307043;110727;5833700;83488;9470792
19;2;94500;94500;8915;30;1200;4308;762;0;1200;3546;0.09433862433862433;0.0004253968253968254;1605970;12868730;208063;13429884;1605855;7326810;206017;10009285
20;1;100000;100000;1436;21;1134;724;144;0;1134;580;0.01436;0.000402;258797;13136487;1171010;27859543;258798;5259615;1169183;12295309
;;113400000;;;;;20116;;;;18426;0.8790018430335097;0.02074057671957672;0.8997424197530864
;;;;;;;0.08401272618810897;;;;;
