ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter
1;20;10000;10000;914;0;11340;0;0;0;11340;0;0.0914;0.004019999999999999;164719;164864;175537;195236;164719;164864;173501;199821
2;19;26250;26250;769;0;4320;0;0;0;4320;0;0.029295238095238096;0.0015314285714285714;138626;144318;40537;367857;138594;144273;38498;372296
3;18;35000;35000;255;0;3240;0;0;0;3240;0;0.007285714285714286;0.0011485714285714285;46095;51503;175537;513672;46093;51487;173501;947057
4;17;42000;42000;624;0;2700;0;-38;0;2700;38;0.014857142857142857;0.0009571428571428571;112516;112516;175537;567198;112512;295743;173501;2087086
5;16;45000;45000;981;0;2520;0;-102;0;2520;102;0.0218;0.0008933333333333334;176774;185898;175537;687071;176772;410218;173487;2442855
6;15;45360;45360;375;0;2500;0;-12;0;2500;12;0.008267195767195767;0.0008862433862433862;67702;67846;10817;871420;67700;396931;8399;3147575
7;14;47250;47250;1896;0;2400;380;-65;0;2400;445;0.04012698412698413;0.0008507936507936508;341604;597433;40537;946755;341605;576158;38501;2882959
8;13;50000;50000;182;0;2268;176;72;0;2268;104;0.00364;0.000804;32954;535249;348108;1296047;32952;535044;346047;3572783
9;12;50400;50400;1240;0;2250;388;62;0;2250;326;0.024603174603174603;0.0007976190476190477;223541;594114;31559;1336605;223523;586620;29515;3164047
10;11;52500;52500;3929;0;2160;1586;563;0;2160;1023;0.07483809523809523;0.0007657142857142857;707780;1785559;232387;1567808;707780;971613;230330;2635591
11;10;54000;54000;3821;0;2100;1672;10;0;2100;1662;0.07075925925925926;0.0007444444444444445;688333;2937627;175542;2460932;688333;1112698;173491;3326337
12;9;56700;56700;295;0;2000;107;-21;0;2000;128;0.0052028218694885366;0.000708994708994709;53298;273563;13542;3157182;53301;1276367;11505;5013062
13;8;60000;60000;7686;0;1890;3892;801;0;1890;3091;0.1281;0.00067;1384511;4463406;348205;3218290;1384511;2278185;346149;3364283
14;7;64800;64800;284;0;1750;93;-24;0;1750;117;0.004382716049382716;0.0006203703703703703;51314;1501294;31559;4792340;51312;2279442;29515;6144481
15;6;72000;72000;190;0;1575;127;35;0;1575;92;0.002638888888888889;0.0005583333333333333;34399;1548008;175542;5002522;34397;1530969;173502;6523917
16;5;75600;75600;17381;0;1500;8878;2604;0;1500;6274;0.2299074074074074;0.0005317460317460317;3606119;8443955;31559;5044993;3539282;6948959;29515;5047437
17;4;78750;78750;2222;8;1440;1077;269;0;1440;808;0.028215873015873017;0.0005104761904761905;400388;8609932;187498;13339554;400389;2741038;185441;8607230
18;3;84375;84375;3691;14;1344;1846;226;0;1344;1620;0.043745185185185186;0.00047644444444444443;664942;10010506;18042;18991222;664941;8667402;16005;9127609
19;2;90720;90720;4442;20;1250;2155;466;0;1250;1689;0.04896384479717813;0.0004431216931216931;800248;10992721;93522;24295716;800226;6128575;91463;10326339
20;1;100000;100000;348;16;1134;144;21;0;1134;123;0.00348;0.000402;62835;10325903;390083;26808833;62838;5925329;388079;11742374
;;113400000;;;;;22521;;;;17654;0.881509541446208;0.01832077777777778;0.8998303192239857
;;;;;;;0.21610940899604814;;;;;
