ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter
1;20;15750;15750;379;0;7200;0;0;0;7200;0;0.024063492063492065;0.0025523809523809527;68418;68418;40523;196480;68414;68420;38498;199818
2;19;20000;20000;538;0;5670;0;0;0;5670;0;0.0269;0.0020099999999999996;97046;103490;175523;272633;97042;103615;173498;275847
3;18;22500;22500;21;0;5040;0;0;0;5040;0;0.0009333333333333333;0.0017866666666666669;3988;3988;85523;377005;3984;3990;83498;380287
4;17;25200;25200;611;0;4500;0;0;0;4500;0;0.024246031746031745;0.0015952380952380953;110187;114867;31523;388254;110183;114648;29498;391561
5;16;30240;30240;1340;0;3750;511;0;0;3750;511;0.04431216931216931;0.0013293650793650795;241544;354120;9923;505742;241543;354466;7898;509098
6;15;39375;39375;483;0;2880;30;0;0;2880;30;0.012266666666666667;0.001020952380952381;87135;343021;18023;754787;87131;342983;15998;1938162
7;14;42000;42000;3046;0;2700;1230;94;0;2700;1136;0.07252380952380952;0.0009571428571428571;548850;1093182;175523;849433;548849;998088;173498;1768728
8;13;45000;45000;709;0;2520;90;-19;0;2520;109;0.015755555555555554;0.0008933333333333334;127816;384001;187672;1405815;127816;492093;185626;2173393
9;12;50000;50000;847;0;2268;186;-72;0;2268;258;0.01694;0.000804;152668;543459;175528;1541371;152666;730772;173502;4157396
10;11;52500;52500;233;0;2160;30;-43;0;2160;73;0.004438095238095238;0.0007657142857142857;42134;297878;85528;1701862;42132;314299;83502;3868210
11;10;56250;56250;7422;0;2016;3740;302;0;2016;3438;0.13194666666666666;0.0007146666666666666;1336998;2774435;40528;1751689;1336996;2562353;38502;3243423
12;9;60480;60480;2889;0;1875;1379;39;0;1875;1340;0.04776785714285714;0.0006646825396825397;520483;3057112;259967;3176703;520461;3056257;257939;4235300
13;8;70000;70000;5851;0;1620;2705;-74;0;1620;2779;0.08358571428571429;0.0005742857142857142;1053966;4383089;175528;3715280;1053964;4382511;173502;3877030
14;7;70875;70875;3179;0;1600;1336;-32;0;1600;1368;0.044853615520282185;0.0005671957671957671;572769;5151799;18028;5012353;572767;3996157;16002;5860123
15;6;78750;78750;1229;0;1440;323;-85;0;1440;408;0.015606349206349207;0.0005104761904761905;221533;3140273;212948;5935684;221531;3397784;210962;5922700
16;5;87500;87500;1995;0;1296;676;-140;0;1296;816;0.0228;0.00045942857142857146;359429;4418387;85528;6165162;359538;4171693;83502;7545383
17;4;90000;90000;8936;0;1260;4034;284;0;1260;3750;0.09928888888888888;0.0004466666666666667;1609763;8000160;324207;6538027;1609763;7100654;322218;7159846
18;3;90720;90720;721;0;1250;380;60;0;1250;320;0.00794753086419753;0.0004431216931216931;129973;7056606;260008;9158506;129971;4192373;257949;9910513
19;2;94500;94500;6506;0;1200;2633;174;0;1200;2459;0.06884656084656085;0.0004253968253968254;1171993;10395078;162049;9629189;1172000;6027337;160003;9467637
20;1;100000;100000;11582;50;1134;4729;795;0;1134;3934;0.11582;0.000402;2086271;16554994;441980;16363566;2086270;9203748;440078;10601893
;;113400000;;;;;24012;;;;22729;0.8808423368606703;0.01892271428571429;0.8997650511463845
;;;;;;;0.05343161752457105;;;;;
