ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;8;16000;16000;1210;0;63;0;0;0;63;0;0.075625;0.0025125
2;7;31000;31000;577;0;33;0;0;0;33;0;0.01861290322580645;0.001296774193548387
3;6;48000;48000;8825;0;21;6;0;0;21;6;0.18385416666666668;0.0008374999999999999
4;5;50000;50000;6639;0;20;16;2;0;20;14;0.13278;0.000804
5;4;78000;78000;17841;0;13;26;0;0;13;26;0.22873076923076924;0.0005153846153846154
6;3;79000;79000;983;0;13;1;-1;0;13;2;0.012443037974683544;0.0005088607594936708
7;2;96000;96000;9416;0;11;19;1;0;11;18;0.09808333333333333;0.00041874999999999996
8;1;100000;100000;14250;1;10;22;4;0;10;18;0.1425;0.000402
;;1000000;;;;;90;;;;84;0.8926292104312592;0.007295769568426673;0.8999249799996859
;;;;;;;0.06666666666666667;;;;;
