ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;18;14000;14000;2557;0;72;0;0;0;72;0;0.18264285714285713;0.002871428571428571
2;17;15000;15000;1572;0;67;4;4;0;67;0;0.1048;0.00268
3;16;16000;16000;69;0;63;0;0;0;63;0;0.0043125;0.0025125
4;15;19000;19000;372;0;53;0;-1;0;53;1;0.019578947368421053;0.0021157894736842106
5;14;20000;20000;1609;0;50;8;6;0;50;2;0.08045;0.0020099999999999996
6;13;31000;31000;380;0;33;1;0;0;33;1;0.012258064516129033;0.001296774193548387
7;12;41000;41000;3871;0;25;34;0;0;25;34;0.09441463414634146;0.0009804878048780487
8;11;46000;46000;824;0;22;4;0;0;22;4;0.01791304347826087;0.0008739130434782608
9;10;50000;50000;164;0;20;0;0;0;20;0;0.00328;0.000804
10;9;51000;51000;918;0;20;4;0;0;20;4;0.018;0.0007882352941176471
11;8;63000;63000;1232;0;16;5;0;0;16;5;0.019555555555555555;0.0006380952380952382
12;7;66000;66000;1962;0;16;9;-3;0;15;12;0.029727272727272727;0.0006090909090909092
13;6;71000;71000;72;0;15;0;-2;0;14;2;0.0010140845070422536;0.0005661971830985916
14;5;72000;72000;677;0;14;2;-2;0;14;4;0.009402777777777777;0.0005583333333333333
15;4;75000;75000;8010;0;13;55;2;0;14;53;0.1068;0.000536
16;3;90000;90000;11890;0;11;74;13;0;11;61;0.13211111111111112;0.0004466666666666667
17;2;91000;91000;1035;0;11;6;3;0;11;3;0.011373626373626374;0.0004417582417582418
18;1;99000;99000;3062;1;10;16;4;0;10;12;0.030929292929292928;0.0004060606060606061
;;1000000;;;;;222;;;;198;0.878563767633688;0.021135330559238722;0.8996990981929268
;;;;;;;0.10810810810810811;;;;;
