ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;12;16000;16000;3033;0;63;0;0;0;63;0;0.1895625;0.0025125
2;11;17000;17000;1482;0;59;3;3;0;59;0;0.0871764705882353;0.002364705882352941
3;10;19000;19000;992;0;53;7;1;0;53;6;0.05221052631578947;0.0021157894736842106
4;9;27000;27000;1252;0;37;6;1;0;37;5;0.04637037037037037;0.001488888888888889
5;8;38000;38000;2659;0;27;5;-2;0;26;7;0.06997368421052631;0.0010578947368421053
6;7;41000;41000;7666;0;24;40;2;0;25;38;0.18697560975609756;0.0009804878048780487
7;6;53000;53000;1903;0;19;8;2;0;19;6;0.03590566037735849;0.0007584905660377359
8;5;67000;67000;27;0;15;1;1;0;15;0;0.0004029850746268657;0.0006000000000000001
9;4;75000;75000;1280;0;14;8;2;0;14;6;0.017066666666666667;0.000536
10;3;88000;88000;7021;0;12;24;0;0;12;24;0.07978409090909092;0.0004568181818181818
11;2;93000;93000;7043;0;11;31;0;0;11;31;0.07573118279569893;0.000432258064516129
12;1;94000;94000;4224;1;11;17;-1;0;11;18;0.044936170212765955;0.00042765957446808513
;;1000000;;;;;150;;;;141;0.8860959172772268;0.013731493173486327;0.8998274104507131
;;;;;;;0.06;;;;;
