ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;18;13000;13000;283;0;77;0;0;0;77;0;0.02176923076923077;0.003092307692307692
2;17;21000;21000;1349;0;48;4;0;0;48;4;0.06423809523809523;0.0019142857142857143
3;16;27000;27000;392;0;38;0;0;0;38;0;0.01451851851851852;0.001488888888888889
4;15;30000;30000;4068;0;34;19;3;0;34;16;0.1356;0.00134
5;14;41000;41000;615;0;25;0;0;0;25;0;0.015;0.0009804878048780487
6;13;45000;45000;1948;0;23;4;-1;0;23;5;0.04328888888888889;0.0008933333333333334
7;12;50000;50000;957;0;20;1;0;0;20;1;0.01914;0.000804
8;11;52000;52000;833;0;20;2;0;0;20;2;0.016019230769230768;0.000773076923076923
9;10;55000;55000;4027;0;18;13;1;0;18;12;0.07321818181818182;0.0007309090909090909
10;9;56000;56000;410;0;18;0;0;0;18;0;0.007321428571428572;0.0007178571428571428
11;8;59000;59000;4071;0;17;19;1;0;17;18;0.069;0.0006813559322033898
12;7;67000;67000;245;0;15;0;-1;0;15;1;0.003656716417910448;0.0006000000000000001
13;6;70000;70000;3651;0;15;13;-2;0;15;15;0.05215714285714286;0.0005742857142857142
14;5;80000;80000;9818;0;13;52;3;0;13;49;0.122725;0.0005024999999999999
15;4;83000;83000;9428;0;12;37;7;0;12;30;0.11359036144578313;0.00048433734939759034
16;3;92000;92000;1805;0;11;7;-1;0;11;8;0.019619565217391305;0.0004369565217391304
17;2;97000;97000;5464;1;11;21;5;0;11;16;0.056329896907216494;0.00041443298969072163
18;1;100000;100000;3579;1;10;14;5;0;10;9;0.03579;0.000402
;;1000000;;;;;206;;;;186;0.8829822574190187;0.01683101509785338;0.899813272516872
;;;;;;;0.0970873786407767;;;;;
