ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;20;12000;12000;245;0;84;0;0;0;84;0;0.020416666666666666;0.0033499999999999997
2;19;16000;16000;1505;0;63;0;0;0;63;0;0.0940625;0.0025125
3;18;17000;17000;1483;0;59;7;2;0;59;5;0.08723529411764706;0.002364705882352941
4;17;18000;18000;875;0;56;2;2;0;56;0;0.04861111111111111;0.0022333333333333333
5;16;21000;21000;1786;0;48;13;1;0;48;12;0.08504761904761905;0.0019142857142857143
6;15;26000;26000;285;0;39;0;0;0;39;0;0.010961538461538462;0.001546153846153846
7;14;30000;30000;100;0;34;0;0;0;34;0;0.0033333333333333335;0.00134
8;13;36000;36000;426;0;28;4;-1;0;28;5;0.011833333333333333;0.0011166666666666666
9;12;37000;37000;2231;0;27;19;-1;0;27;20;0.0602972972972973;0.0010864864864864863
10;11;50000;50000;1290;0;20;3;1;0;20;2;0.0258;0.000804
11;10;53000;53000;6166;0;19;35;0;0;19;35;0.11633962264150943;0.0007584905660377359
12;9;62000;62000;3088;0;17;22;1;0;17;21;0.04980645161290322;0.0006483870967741935
13;8;65000;65000;560;0;16;3;1;0;16;2;0.008615384615384615;0.0006184615384615384
14;7;69000;69000;1162;0;15;6;-3;0;15;9;0.016840579710144927;0.0005826086956521739
15;6;73000;73000;388;0;14;4;-2;0;14;6;0.005315068493150685;0.0005506849315068494
16;5;79000;79000;2393;0;13;20;-1;0;13;21;0.03029113924050633;0.0005088607594936708
17;4;85000;85000;4335;0;12;24;-2;0;12;26;0.051;0.0004729411764705882
18;3;94000;94000;2683;0;11;12;-2;0;11;14;0.02854255319148936;0.00042765957446808513
19;2;97000;97000;4829;0;11;35;9;0;11;26;0.049783505154639175;0.00041443298969072163
20;1;99000;99000;7119;1;10;37;5;0;10;32;0.07190909090909091;0.0004060606060606061
;;1000000;;;;;246;;;;236;0.8760420889373649;0.02365671986389515;0.8996988088012601
;;;;;;;0.04065040650406504;;;;;
