ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;24000;24000;1006;0;42;0;0;0;42;0;0.041916666666666665;0.0016749999999999998
2;15;26000;26000;2435;0;39;3;3;0;39;0;0.09365384615384616;0.001546153846153846
3;14;34000;34000;4408;0;30;10;0;0;30;10;0.12964705882352942;0.0011823529411764705
4;13;35000;35000;966;0;29;0;0;0;29;0;0.0276;0.0011485714285714285
5;12;46000;46000;29;0;22;0;0;0;22;0;0.0006304347826086957;0.0008739130434782608
6;11;51000;51000;692;0;20;1;1;0;20;0;0.013568627450980392;0.0007882352941176471
7;10;57000;57000;2031;0;18;5;0;0;18;5;0.035631578947368424;0.0007052631578947368
8;9;60000;60000;1149;0;17;1;-3;0;17;4;0.01915;0.00067
9;8;69000;69000;8553;0;15;18;3;0;15;15;0.12395652173913044;0.0005826086956521739
10;7;71000;71000;803;0;15;2;-1;0;15;3;0.011309859154929578;0.0005661971830985916
11;6;72000;72000;3662;0;14;9;-2;0;14;11;0.050861111111111114;0.0005583333333333333
12;5;82000;82000;4583;0;13;14;0;0;12;14;0.055890243902439025;0.0004902439024390243
13;4;86000;86000;20036;0;11;57;10;0;12;47;0.23297674418604652;0.00046744186046511623
14;3;88000;88000;1649;1;11;5;2;0;12;3;0.018738636363636364;0.0004568181818181818
15;2;92000;92000;2195;1;11;7;2;0;11;5;0.023858695652173915;0.0004369565217391304
16;1;94000;94000;743;1;11;1;-1;0;11;2;0.007904255319148935;0.00042765957446808513
;;1000000;;;;;133;;;;119;0.8872942802536157;0.012575748964406023;0.8998700292180217
;;;;;;;0.10526315789473684;;;;;
