ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;8;13000;13000;3278;0;77;0;0;0;77;0;0.2521538461538462;0.003092307692307692
2;7;16000;16000;1846;0;63;5;0;0;63;5;0.115375;0.0025125
3;6;27000;27000;4238;0;37;20;-3;0;37;23;0.15696296296296297;0.001488888888888889
4;5;30000;30000;4707;0;34;29;4;0;34;25;0.1569;0.00134
5;4;32000;32000;1746;0;31;11;6;0;32;5;0.0545625;0.00125625
6;3;35000;35000;200;0;29;1;0;0;29;1;0.005714285714285714;0.0011485714285714285
7;2;82000;82000;9716;0;12;36;1;0;12;35;0.11848780487804877;0.0004902439024390243
8;1;97000;97000;2712;0;10;9;0;0;10;9;0.02795876288659794;0.00041443298969072163
;;1000000;;;;;111;;;;103;0.8881151625957415;0.011743194901897756;0.8998583574976393
;;;;;;;0.07207207207207207;;;;;
