ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;17000;17000;484;0;59;0;0;0;59;0;0.02847058823529412;0.002364705882352941
2;15;23000;23000;940;0;44;0;0;0;44;0;0.0408695652173913;0.0017478260869565217
3;14;24000;24000;753;0;42;0;0;0;42;0;0.031375;0.0016749999999999998
4;13;26000;26000;88;0;39;0;0;0;39;0;0.003384615384615385;0.001546153846153846
5;12;33000;33000;55;0;31;0;0;0;31;0;0.0016666666666666668;0.0012181818181818183
6;11;38000;38000;982;0;27;6;1;0;27;5;0.025842105263157895;0.0010578947368421053
7;10;41000;41000;234;0;25;0;0;0;25;0;0.005707317073170732;0.0009804878048780487
8;9;42000;42000;2486;0;24;9;1;0;24;8;0.05919047619047619;0.0009571428571428571
9;8;55000;55000;940;0;19;1;0;0;19;1;0.01709090909090909;0.0007309090909090909
10;7;59000;59000;24936;0;17;129;12;0;17;117;0.4226440677966102;0.0006813559322033898
11;6;65000;65000;2391;0;16;11;0;0;16;11;0.03678461538461539;0.0006184615384615384
12;5;77000;77000;13414;0;13;55;6;0;13;49;0.1742077922077922;0.0005220779220779221
13;4;80000;80000;853;1;13;2;2;0;13;0;0.0106625;0.0005024999999999999
14;3;81000;81000;153;1;13;0;-1;0;13;1;0.001888888888888889;0.0004962962962962963
15;2;91000;91000;610;1;11;3;0;0;11;3;0.006703296703296703;0.0004417582417582418
16;1;99000;99000;1720;1;11;7;2;0;11;5;0.017373737373737375;0.0004060606060606061
;;1000000;;;;;223;;;;200;0.8838621414766223;0.015946812660275225;0.8998089541368975
;;;;;;;0.1031390134529148;;;;;
