ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;18;14000;14000;2;0;72;0;0;0;72;0;0.00014285714285714287;0.002871428571428571
2;17;19000;19000;81;0;53;0;0;0;53;0;0.004263157894736842;0.0021157894736842106
3;16;23000;23000;1345;0;44;5;0;0;44;5;0.058478260869565216;0.0017478260869565217
4;15;24000;24000;2486;0;42;11;1;0;42;10;0.10358333333333333;0.0016749999999999998
5;14;28000;28000;1916;0;36;6;0;0;36;6;0.06842857142857142;0.0014357142857142856
6;13;34000;34000;2153;0;30;12;-1;0;30;13;0.06332352941176471;0.0011823529411764705
7;12;37000;37000;2167;0;27;17;0;0;27;17;0.05856756756756757;0.0010864864864864863
8;11;38000;38000;3912;0;27;22;5;0;27;17;0.10294736842105263;0.0010578947368421053
9;10;39000;39000;904;0;26;3;0;0;26;3;0.02317948717948718;0.0010307692307692307
10;9;45000;45000;9100;0;22;61;9;0;22;52;0.20222222222222222;0.0008933333333333334
11;8;50000;50000;443;0;20;2;-1;0;20;3;0.00886;0.000804
12;7;55000;55000;429;0;18;1;0;0;18;1;0.0078;0.0007309090909090909
13;6;58000;58000;70;0;17;0;0;0;17;0;0.001206896551724138;0.000693103448275862
14;5;63000;63000;1047;0;16;5;-2;0;16;7;0.01661904761904762;0.0006380952380952382
15;4;70000;70000;2039;0;14;10;2;0;14;8;0.029128571428571427;0.0005742857142857142
16;3;78000;78000;6261;0;13;32;4;0;13;28;0.08026923076923077;0.0005153846153846154
17;2;79000;79000;2361;1;13;11;0;0;13;11;0.02988607594936709;0.0005088607594936708
18;1;98000;98000;2047;1;10;11;0;0;10;11;0.020887755102040818;0.00041020408163265306
;;1000000;;;;;209;;;;192;0.87979393289114;0.01997143809446806;0.8997653709856082
;;;;;;;0.08133971291866028;;;;;
