ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;12000;12000;179;0;84;0;0;0;84;0;0.014916666666666667;0.0033499999999999997
2;15;24000;24000;912;0;42;0;0;0;42;0;0.038;0.0016749999999999998
3;14;28000;28000;1567;0;36;0;0;0;36;0;0.055964285714285716;0.0014357142857142856
4;13;35000;35000;68;0;29;0;0;0;29;0;0.0019428571428571429;0.0011485714285714285
5;12;40000;40000;229;0;25;0;-1;0;25;1;0.005725;0.0010049999999999998
6;11;46000;46000;6366;0;22;17;1;0;22;16;0.1383913043478261;0.0008739130434782608
7;10;50000;50000;4550;0;20;12;-3;0;20;15;0.091;0.000804
8;9;53000;53000;504;0;19;1;0;0;19;1;0.009509433962264151;0.0007584905660377359
9;8;58000;58000;8293;0;18;26;4;0;18;22;0.14298275862068965;0.000693103448275862
10;7;59000;59000;322;0;17;1;0;0;17;1;0.005457627118644068;0.0006813559322033898
11;6;69000;69000;6973;0;15;22;1;0;15;21;0.10105797101449275;0.0005826086956521739
12;5;79000;79000;11595;0;13;44;6;0;13;38;0.1467721518987342;0.0005088607594936708
13;4;83000;83000;70;0;13;0;0;0;13;0;0.0008433734939759036;0.00048433734939759034
14;3;93000;93000;706;0;11;2;-1;0;11;3;0.007591397849462366;0.000432258064516129
15;2;98000;98000;4372;1;11;21;2;0;11;19;0.04461224489795918;0.00041020408163265306
16;1;99000;99000;7895;1;10;30;11;0;10;19;0.07974747474747475;0.0004060606060606061
;;1000000;;;;;176;;;;156;0.8845145474753328;0.015249478261033787;0.8997640257363665
;;;;;;;0.11363636363636363;;;;;
