ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;12;10000;10000;826;0;100;0;0;0;100;0;0.0826;0.004019999999999999
2;11;12000;12000;1324;0;84;0;0;0;84;0;0.11033333333333334;0.0033499999999999997
3;10;19000;19000;1014;0;53;10;0;0;53;10;0.05336842105263158;0.0021157894736842106
4;9;34000;34000;2299;0;30;16;1;0;30;15;0.06761764705882353;0.0011823529411764705
5;8;36000;36000;1177;0;28;6;2;0;28;4;0.03269444444444444;0.0011166666666666666
6;7;39000;39000;3322;0;26;17;-1;0;26;18;0.08517948717948717;0.0010307692307692307
7;6;44000;44000;2;0;23;0;0;0;23;0;4.545454545454545e-05;0.0009136363636363636
8;5;54000;54000;2297;0;19;14;-1;0;19;15;0.04253703703703704;0.0007444444444444445
9;4;65000;65000;18747;0;15;99;5;0;15;94;0.28841538461538463;0.0006184615384615384
10;3;73000;73000;3570;0;14;22;2;0;14;20;0.048904109589041095;0.0005506849315068494
11;2;89000;89000;4702;0;11;23;5;0;11;18;0.0528314606741573;0.00045168539325842697
12;1;92000;92000;1730;1;11;5;-2;0;11;7;0.018804347826086955;0.0004369565217391304
;;1000000;;;;;212;;;;201;0.8833311273558818;0.01653144750534333;0.8998625748612251
;;;;;;;0.05188679245283019;;;;;
