ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;14000;14000;158;0;72;0;0;0;72;0;0.011285714285714286;0.002871428571428571
2;15;15000;15000;1168;0;67;4;4;0;67;0;0.07786666666666667;0.00268
3;14;18000;18000;945;0;56;2;0;0;56;2;0.0525;0.0022333333333333333
4;13;25000;25000;5033;0;40;34;0;0;40;34;0.20132;0.001608
5;12;35000;35000;4833;0;29;23;0;0;29;23;0.13808571428571428;0.0011485714285714285
6;11;37000;37000;1991;0;27;12;1;0;27;11;0.05381081081081081;0.0010864864864864863
7;10;44000;44000;258;0;23;0;0;0;23;0;0.005863636363636363;0.0009136363636363636
8;9;60000;60000;653;0;17;2;-2;0;17;4;0.010883333333333333;0.00067
9;8;67000;67000;721;0;15;1;1;0;15;0;0.010761194029850747;0.0006000000000000001
10;7;72000;72000;11126;0;14;52;2;0;14;50;0.15452777777777776;0.0005583333333333333
11;6;84000;84000;2037;0;12;9;-2;0;12;11;0.02425;0.00047857142857142857
12;5;88000;88000;5666;0;12;19;1;0;12;18;0.06438636363636363;0.0004568181818181818
13;4;89000;89000;2636;0;12;10;1;0;12;9;0.029617977528089888;0.00045168539325842697
14;3;91000;91000;881;0;11;2;-2;0;11;4;0.009681318681318682;0.0004417582417582418
15;2;92000;92000;2091;0;11;10;5;0;11;5;0.02272826086956522;0.0004369565217391304
16;1;96000;96000;1455;0;11;6;2;0;11;4;0.01515625;0.00041874999999999996
;;1000000;;;;;186;;;;175;0.8827250182688418;0.017054329283934924;0.8997793475527767
;;;;;;;0.05913978494623656;;;;;
