ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;12000;12000;937;0;84;0;0;0;84;0;0.07808333333333334;0.0033499999999999997
2;15;15000;15000;1288;0;67;0;0;0;67;0;0.08586666666666666;0.00268
3;14;18000;18000;948;0;56;0;0;0;56;0;0.05266666666666667;0.0022333333333333333
4;13;25000;25000;672;0;40;0;0;0;40;0;0.02688;0.001608
5;12;30000;30000;2057;0;34;1;1;0;34;0;0.06856666666666666;0.00134
6;11;34000;34000;1592;0;30;6;0;0;30;6;0.04682352941176471;0.0011823529411764705
7;10;40000;40000;1256;0;25;2;0;0;25;2;0.0314;0.0010049999999999998
8;9;43000;43000;3144;0;24;25;2;0;24;23;0.07311627906976745;0.0009348837209302325
9;8;52000;52000;6453;0;19;38;-1;0;19;39;0.12409615384615384;0.000773076923076923
10;7;58000;58000;3255;0;17;18;-2;0;17;20;0.05612068965517241;0.000693103448275862
11;6;60000;60000;2775;0;17;12;1;0;17;11;0.04625;0.00067
12;5;70000;70000;1112;0;15;7;0;0;15;7;0.015885714285714284;0.0005742857142857142
13;4;73000;73000;6343;0;14;35;4;0;14;31;0.08689041095890411;0.0005506849315068494
14;3;80000;80000;4091;1;13;27;3;0;13;24;0.0511375;0.0005024999999999999
15;2;81000;81000;2739;1;13;18;4;0;13;14;0.03381481481481481;0.0004962962962962963
16;1;88000;88000;273;1;12;2;1;0;12;1;0.0031022727272727274;0.0004568181818181818
;;1000000;;;;;191;;;;178;0.8807006981028976;0.019050335490699868;0.8997510335935975
;;;;;;;0.06806282722513089;;;;;
