ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;11000;11000;388;0;91;0;0;0;91;0;0.035272727272727275;0.0017872727272727274;;70706;71795;4342;25428;70741;70616;71598;3647;24394;71548
2;19;12000;12000;717;0;84;0;0;0;84;0;0.05975;0.0016383333333333334;;129952;134651;4536;98945;129998;129962;134943;3647;97727;130755
3;18;15000;15000;766;0;67;2;0;0;67;2;0.05106666666666667;0.0013106666666666668;;138745;216787;4536;231213;141244;138688;216644;3647;229983;141799
4;17;19000;19000;251;0;53;2;0;0;53;2;0.013210526315789473;0.0010347368421052632;;46044;124199;5278;372367;49015;45987;192370;4392;658009;50566
5;16;19000;19000;1575;0;53;15;0;0;53;15;0.08289473684210526;0.0010347368421052632;;284500;645363;54543;420743;328770;284444;645355;6228;371157;327801
6;15;20000;20000;52;0;50;0;0;0;50;0;0.0026;0.0009830000000000001;;10225;11390;4536;707575;10255;10168;11112;3647;706402;10646
7;14;29000;29000;4568;0;35;49;0;0;35;49;0.15751724137931034;0.0006779310344827587;;823612;1406183;4536;720244;1070991;823643;1406894;3647;719088;1071508
8;13;38000;38000;42;0;27;0;-1;0;27;1;0.0011052631578947368;0.0005173684210526316;;8423;8557;344105;1546424;8426;8362;8502;343934;1667603;8366
9;12;38000;38000;648;0;27;8;-1;0;27;9;0.017052631578947368;0.0005173684210526316;;117512;1321725;356099;1557811;190872;117455;1321181;345540;1546387;189923
10;11;42000;42000;102;0;24;0;0;0;24;0;0.0024285714285714284;0.00046809523809523816;;19218;19248;4666;1677603;19219;19161;20105;3670;2641510;19269
11;10;44000;44000;372;0;23;0;-3;0;23;3;0.008454545454545454;0.00044681818181818185;;67821;67956;80155;1699489;67844;67764;1537579;79953;2304409;141235
12;9;44000;44000;1331;0;23;11;2;0;23;9;0.03025;0.00044681818181818185;;240573;1472517;151660;1770034;357951;240518;1449652;80103;3845692;344192
13;8;47000;47000;1508;0;22;8;-1;0;22;9;0.03208510638297872;0.00041829787234042557;;272430;1839634;4567;2091641;401412;272375;1840598;3652;3628209;497447
14;7;51000;51000;2292;0;20;14;-2;0;20;16;0.044941176470588234;0.00038549019607843143;;413684;1826436;4668;2504430;589710;413626;2364806;3652;3184398;695093
15;6;57000;57000;2942;0;18;25;8;0;18;17;0.0516140350877193;0.00034491228070175444;;532449;2108213;344316;3067540;1046282;530736;2080265;344133;4053323;900951
16;5;57000;57000;3030;0;18;26;-1;0;18;27;0.053157894736842105;0.00034491228070175444;;546637;2933113;897145;3960436;1219188;546584;2053692;479552;3194281;1032287
17;4;76000;76000;4064;0;13;23;-2;0;13;25;0.05347368421052632;0.0002586842105263158;;750821;3020045;530687;4725688;1394883;751751;3019991;532166;4724393;1334366
18;3;78000;78000;9482;0;13;65;7;0;13;58;0.12156410256410256;0.00025205128205128206;;2548492;7291479;29043;6655920;4762554;2086043;6171270;29045;7352477;4294194
19;2;78000;78000;1103;0;13;5;-3;0;13;8;0.01414102564102564;0.00025205128205128206;;199535;4012264;3719433;13120557;624190;199479;1882475;536985;8001835;608306
20;1;80000;80000;3764;1;13;26;5;0;13;21;0.04705;0.00024575000000000004;;756922;10030583;805454;13320436;3015535;682934;4565199;803412;9441430;1518753
;;1000000;;;;;279;;;;271;0.8796299351903408;0.013365295294254122;0.892995230484595
;;;;;;;0.02867383512544803;;;;;
