ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;10000;10000;100;0;100;0;0;0;100;0;0.01;0.0019660000000000003;;18856;19945;5278;25428;18891;18766;19748;4392;251384;19239
2;19;10000;10000;1241;0;100;0;0;0;100;0;0.1241;0.0019660000000000003;;224367;229864;27181;47095;224959;224278;231534;4385;35361;225403
3;18;15000;15000;319;0;67;0;0;0;67;0;0.021266666666666666;0.0013106666666666668;;58284;58314;4536;273679;58284;58227;59171;3647;272444;58658
4;17;16000;16000;50;0;63;0;0;0;63;0;0.003125;0.00122875;;9868;9898;4536;334239;9877;9811;10755;3661;333021;10529
5;16;19000;19000;112;0;53;0;0;0;53;0;0.005894736842105263;0.0010347368421052632;;21020;21155;5278;346439;21033;20963;21907;4392;476800;21282
6;15;19000;19000;712;0;53;1;0;0;53;1;0.03747368421052632;0.0010347368421052632;;129021;146614;29577;369980;129517;128964;146472;4406;345238;129785
7;14;23000;23000;2762;0;44;30;0;0;44;30;0.12008695652173913;0.0008547826086956522;;498274;1000423;4536;501389;598118;498219;1001481;3647;500225;598738
8;13;29000;29000;2244;0;35;22;0;0;35;22;0.07737931034482759;0.0006779310344827587;;405029;1413621;4543;1002277;596507;404971;1414614;3652;1001132;597039
9;12;30000;30000;513;0;34;11;3;0;34;8;0.0171;0.0006553333333333334;;93202;1029378;318824;1409860;169358;93145;779181;318938;1566259;134855
10;11;30000;30000;855;0;34;2;-3;0;34;5;0.0285;0.0006553333333333334;;154759;661067;415563;1505805;174771;154702;682513;318608;1488511;185695
11;10;45000;45000;2316;0;23;9;-3;0;23;12;0.05146666666666667;0.0004368888888888889;;418000;1197388;67716;1663308;529973;417943;1196484;67500;2293081;586980
12;9;45000;45000;2070;0;23;21;2;0;23;19;0.046;0.0004368888888888889;;373715;1731089;489415;2338604;724895;373657;1731124;489176;2110094;673336
13;8;50000;50000;2669;0;20;15;-1;0;20;16;0.05338;0.0003932;;481531;1785011;255473;2781034;733348;481471;1740706;255256;2860289;742648
14;7;53000;53000;4159;0;19;26;-3;0;19;29;0.07847169811320755;0.0003709433962264151;;749974;3300056;4567;3283092;1665791;749918;3300564;3670;3281707;1692868
15;6;65000;65000;3057;0;16;16;0;0;16;16;0.04703076923076923;0.00030246153846153845;;551499;3878324;66892;4958208;1397163;551445;3879012;66709;4956598;1473665
16;5;66000;66000;2686;0;15;23;1;0;15;22;0.0406969696969697;0.0002978787878787879;;484591;3659718;18835;6516952;1505595;484650;3558798;18634;6515305;1353069
17;4;72000;72000;1500;0;14;10;3;0;14;7;0.020833333333333332;0.0002730555555555556;;271004;2185684;4690;7166479;747811;270947;1585197;18301;7164776;552708
18;3;77000;77000;1333;0;13;4;-1;0;13;5;0.017311688311688313;0.00025532467532467533;;240930;2093244;5307;7695187;547459;240874;3112533;4428;9539964;684310
19;2;77000;77000;5527;1;13;31;6;0;13;25;0.07177922077922078;0.00025532467532467533;;996454;12180607;250062;7939350;4421121;996281;5609254;4428;7693431;2639913
20;1;95000;95000;543;1;11;4;0;0;11;4;0.0057157894736842105;0.00020694736842105264;;98529;1286061;326809;22794410;295215;98551;1285622;326505;11758604;295061
;;1000000;;;;;225;;;;221;0.8776124901914047;0.014613184435692752;0.8922256746270975
;;;;;;;0.017777777777777778;;;;;
