ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;13000;13000;744;0;77;0;0;0;77;0;0.05723076923076923;0.0015123076923076926;;134779;135868;4536;25428;134816;134689;135671;3647;23680;135614
2;19;14000;14000;104;0;72;0;0;0;72;0;0.0074285714285714285;0.0014042857142857143;;19592;19721;4560;163018;19617;19535;20479;3647;161086;20340
3;18;15000;15000;656;0;67;1;1;0;67;0;0.04373333333333333;0.0013106666666666668;;118940;146917;4536;184956;119491;118883;124043;3661;183016;119866
4;17;16000;16000;1612;0;63;12;6;0;63;6;0.10075;0.00122875;;291165;563173;4536;306172;318326;291108;441509;3647;304249;306885
5;16;17000;17000;56;0;59;0;0;0;59;0;0.0032941176470588237;0.0011564705882352942;;10939;10969;4536;599785;10940;10882;11826;3647;597883;11441
6;15;19000;19000;614;0;53;5;1;0;53;4;0.03231578947368421;0.0010347368421052632;;111392;538692;4661;613112;123120;111335;538700;3647;611227;123323
7;14;21000;21000;1547;0;48;21;1;0;48;20;0.07366666666666667;0.0009361904761904763;;279451;721534;4661;727080;344122;279395;722437;3647;725215;344036
8;13;25000;25000;1068;0;40;16;0;0;40;16;0.04272;0.0007864;;193245;635552;4543;1009029;260682;193188;635378;3652;1007184;260887
9;12;28000;28000;1173;0;36;11;0;0;36;11;0.04189285714285714;0.0007021428571428571;;212132;540136;28292;1204829;261791;212075;540583;28107;1203003;261670
10;11;30000;30000;22;0;34;0;0;0;34;0;0.0007333333333333333;0.0006553333333333334;;4819;4819;128517;1419571;4819;4762;4898;128413;1437867;4762
11;10;30000;30000;92;0;34;0;0;0;34;0;0.0030666666666666668;0.0006553333333333334;;17416;17551;137002;1427058;17417;17359;17359;128467;1417766;17359
12;9;32000;32000;1693;0;32;20;1;0;32;19;0.05290625;0.000614375;;305734;992948;299864;1447275;414688;305678;941090;299684;1501149;407105
13;8;43000;43000;3545;0;24;37;-3;0;24;40;0.08244186046511628;0.00045720930232558143;;639337;1955759;4668;1755788;1034812;639282;1955827;3652;1754039;1065777
14;7;45000;45000;1212;0;23;13;3;0;22;10;0.026933333333333333;0.0004368888888888889;;219153;1164407;128576;2567735;343513;219096;663095;143771;2684255;293208
15;6;45000;45000;637;0;23;4;-4;0;22;8;0.014155555555555555;0.0004368888888888889;;115523;763410;378679;3233632;194034;115466;952183;159733;2586858;212288
16;5;47000;47000;3664;0;21;42;3;0;21;39;0.07795744680851063;0.00041829787234042557;;660759;4009405;4543;3352179;1396248;660704;3079207;3652;3350316;1269433
17;4;63000;63000;8392;0;16;71;2;0;16;69;0.13320634920634922;0.00031206349206349207;;2428999;6436515;312168;4422645;4588675;2561143;6125953;311855;4420614;3994851
18;3;69000;69000;352;0;15;2;1;0;15;1;0.005101449275362319;0.00028492753623188407;;64217;748017;4567;10693944;151664;64160;747777;3672;7886001;109884
19;2;84000;84000;3923;1;12;27;-1;0;12;28;0.046702380952380954;0.00023404761904761908;;850073;7905006;693384;10760829;2411987;849925;3945788;692917;7953431;1806809
20;1;95000;95000;2961;1;11;17;2;0;11;15;0.031168421052631578;0.00020694736842105264;;534210;2815103;120306;19931998;1318314;534155;2758416;120105;12377092;1053589
;;1000000;;;;;299;;;;286;0.8774051515721808;0.014784263471808468;0.8921894150439893
;;;;;;;0.043478260869565216;;;;;
