ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;12000;12000;318;0;84;0;0;0;84;0;0.0265;0.0016383333333333334;;58092;59262;5564;25428;58134;58040;58176;37895;296030;58040
2;19;12000;12000;155;0;84;0;0;0;84;0;0.012916666666666667;0.0016383333333333334;;28767;28772;67243;86331;28770;28677;33796;5245;357251;29191
3;18;12000;12000;369;0;84;0;0;0;84;0;0.03075;0.0016383333333333334;;67277;67411;98989;117317;67277;67182;68164;5231;311879;67601
4;17;13000;13000;2123;0;77;12;12;0;77;0;0.16330769230769232;0.0015123076923076926;;383254;560239;4536;186945;412506;383197;398772;3647;185581;387875
5;16;15000;15000;326;0;67;1;0;0;67;1;0.021733333333333334;0.0013106666666666668;;59542;455323;4560;572529;65632;59485;455498;3665;571184;66036
6;15;18000;18000;1405;0;56;8;2;0;56;6;0.07805555555555556;0.0010922222222222223;;253900;713268;4560;634459;300512;253845;654700;3665;857808;297561
7;14;19000;19000;124;0;53;0;-1;0;53;1;0.006526315789473684;0.0010347368421052632;;23179;24713;5278;890803;23216;23122;419013;4397;1333880;30821
8;13;19000;19000;2448;0;53;24;5;0;53;19;0.1288421052631579;0.0010347368421052632;;441749;1328124;31776;916612;593174;441691;1068721;4403;1204283;541129
9;12;20000;20000;2522;0;50;20;7;0;50;13;0.1261;0.0009830000000000001;;455077;1817797;4543;1369656;636799;455022;1020694;3652;1359574;540868
10;11;23000;23000;1325;0;44;20;1;0;44;19;0.057608695652173914;0.0008547826086956522;;239501;1800722;4567;1833466;498152;239445;1539423;3672;1817399;426281
11;10;37000;37000;1738;0;27;18;0;0;27;18;0.046972972972972975;0.0005313513513513513;;313843;1816452;3733;2060834;628245;313788;1817222;3653;2059588;628485
12;9;43000;43000;778;0;24;2;0;0;24;2;0.018093023255813953;0.00045720930232558143;;140904;1435584;4543;3005269;204797;140847;1435430;3652;3003924;204991
13;8;45000;45000;148;0;23;1;1;0;23;0;0.003288888888888889;0.0004368888888888889;;27497;418646;69106;3149086;44515;27440;29751;68872;3157233;27577
14;7;45000;45000;32;0;23;0;-1;0;23;1;0.0007111111111111111;0.0004368888888888889;;6621;6757;100355;3179419;6635;6564;397618;100156;3147759;23564
15;6;60000;60000;2578;0;17;23;-1;0;17;24;0.04296666666666667;0.0003276666666666667;;465160;2539743;694415;3188876;1161430;465104;3030429;694276;3187583;1273441
16;5;61000;61000;222;0;17;1;1;0;17;0;0.003639344262295082;0.00032229508196721313;;40825;469830;200485;5731565;66073;40768;45120;201433;5946134;41026
17;4;61000;61000;1174;0;17;14;-1;0;17;15;0.01924590163934426;0.00032229508196721313;;212318;2917903;245162;5775526;779592;212263;2917827;246102;5730675;877381
18;3;66000;66000;414;0;16;5;-1;0;16;6;0.006272727272727273;0.0002978787878787879;;75386;1826411;170577;5990846;231502;75329;538159;170485;5989980;154214
19;2;89000;89000;4130;0;12;31;0;0;11;31;0.046404494382022474;0.0002208988764044944;;1113793;7270914;4543;6069348;3846006;1113486;7272338;3666;6068499;3938998
20;1;96000;96000;3369;0;10;23;3;0;11;20;0.03509375;0.00020479166666666668;;607649;5787226;381357;10225217;2525957;607595;5461715;381407;10225824;2017177
;;1000000;;;;;203;;;;176;0.875029245019896;0.01629561746710851;0.8913248624870045
;;;;;;;0.1330049261083744;;;;;
