ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;10000;10000;973;0;100;0;0;0;100;0;0.0973;0.0019660000000000003;;176139;181665;4005;25428;176875;176049;182402;3647;24194;177597
2;19;12000;12000;49;0;84;0;0;0;84;0;0.004083333333333333;0.0016383333333333334;;9676;9711;5278;204376;9685;9624;10568;4385;236260;9981
3;18;12000;12000;168;0;84;0;0;0;84;0;0.014;0.0016383333333333334;;31101;31101;18183;216271;31101;31006;31988;4392;202960;31384
4;17;13000;13000;216;0;77;0;0;0;77;0;0.016615384615384615;0.0015123076923076926;;39737;40767;4536;249591;39757;39680;40624;3647;248178;40340
5;16;19000;19000;108;0;53;0;0;0;53;0;0.00568421052631579;0.0010347368421052632;;20306;20336;5278;291660;20309;20249;21193;4392;334208;20589
6;15;19000;19000;226;0;53;0;0;0;53;0;0.011894736842105263;0.0010347368421052632;;41539;41539;28861;314354;41539;41482;42426;4392;290264;41729
7;14;22000;22000;865;0;46;3;-1;0;46;4;0.03931818181818182;0.0008936363636363637;;156561;229825;4642;358281;160360;156504;229658;3641;566530;161910
8;13;26000;26000;888;0;39;6;0;0;39;6;0.03415384615384615;0.0007561538461538463;;160843;447873;48289;517473;181412;160652;447604;48106;516130;181356
9;12;30000;30000;3039;0;34;19;0;0;34;19;0.1013;0.0006553333333333334;;548251;975196;184672;680871;627382;548196;974881;184486;679548;617780
10;11;32000;32000;217;0;32;0;0;0;32;0;0.00678125;0.000614375;;39924;42550;4649;1231735;40082;39867;42596;3645;2682712;40160
11;10;44000;44000;1922;0;23;15;-2;0;23;17;0.04368181818181818;0.00044681818181818185;;347076;1351329;165472;1274459;481592;346904;1351627;165271;2622449;497953
12;9;51000;51000;957;0;20;3;0;0;20;3;0.01876470588235294;0.00038549019607843143;;173119;434289;5283;1624259;200560;173196;401050;4408;2416830;202495
13;8;51000;51000;543;0;20;1;-3;0;20;4;0.010647058823529412;0.00038549019607843143;;98608;284020;180436;1800158;125520;98551;988663;4422;2490249;164431
14;7;54000;54000;3538;0;19;23;0;0;19;23;0.06551851851851852;0.00036407407407407406;;638081;1434890;4690;2085376;875265;638140;1635626;4611;3577776;922221
15;6;58000;58000;829;0;18;0;-6;0;18;6;0.014293103448275862;0.00033896551724137933;;150084;405934;3643;2825857;164412;150161;1196360;3666;4594487;320404
16;5;59000;59000;27;0;17;0;0;0;17;0;0.00045762711864406777;0.00033322033898305084;;5720;5750;4567;2979023;5732;5663;9192;3672;4774646;5914
17;4;62000;62000;890;0;17;5;-1;0;16;6;0.01435483870967742;0.0003170967741935484;;161066;1226119;5283;2987747;245033;161143;422352;4422;6840436;202014
18;3;62000;62000;13176;0;16;104;8;0;16;96;0.21251612903225806;0.0003170967741935484;;3243539;6590767;170232;3152005;4550780;2779241;5291221;4428;2986230;4052164
19;2;63000;63000;6238;0;16;49;11;0;16;38;0.09901587301587302;0.00031206349206349207;;1382203;3632876;1634320;7172515;2399687;1230088;2543265;1633552;7126540;1791644
20;1;87000;87000;5779;1;12;37;9;0;12;28;0.06642528735632183;0.0002259770114942529;;1041808;10595632;4567;10610982;4608930;1041756;8795069;3672;8699549;2924005
;;1000000;;;;;265;;;;250;0.8768059033764363;0.015170239142526822;0.8919761425189631
;;;;;;;0.05660377358490566;;;;;
