ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;20;11000;11000;983;0;91;0;0;0;91;0;0.08936363636363637;0.0036545454545454546
2;19;18000;18000;71;0;56;0;0;0;56;0;0.003944444444444445;0.0022333333333333333
3;18;19000;19000;2;0;53;0;0;0;53;0;0.00010526315789473685;0.0021157894736842106
4;17;22000;22000;1943;0;46;7;1;0;46;6;0.08831818181818182;0.0018272727272727273
5;16;23000;23000;705;0;44;0;0;0;44;0;0.03065217391304348;0.0017478260869565217
6;15;25000;25000;2010;0;40;17;-1;0;40;18;0.0804;0.001608
7;14;25000;25000;915;0;40;4;1;0;40;3;0.0366;0.001608
8;13;31000;31000;730;0;33;1;0;0;33;1;0.023548387096774193;0.001296774193548387
9;12;37000;37000;300;0;28;4;-1;0;28;5;0.008108108108108109;0.0010864864864864863
10;11;45000;45000;3739;0;23;22;-1;0;23;23;0.08308888888888889;0.0008933333333333334
11;10;47000;47000;398;0;22;1;1;0;22;0;0.008468085106382979;0.0008553191489361703
12;9;50000;50000;632;0;20;4;0;0;20;4;0.01264;0.000804
13;8;53000;53000;879;0;19;2;1;0;19;1;0.016584905660377357;0.0007584905660377359
14;7;56000;56000;115;0;18;0;0;0;18;0;0.0020535714285714285;0.0007178571428571428
15;6;58000;58000;2657;0;18;12;-3;0;18;15;0.045810344827586204;0.000693103448275862
16;5;75000;75000;3723;0;14;19;-1;0;14;20;0.04964;0.000536
17;4;79000;79000;998;0;13;5;-1;0;13;6;0.012632911392405063;0.0005088607594936708
18;3;85000;85000;8220;0;12;44;3;0;12;41;0.09670588235294118;0.0004729411764705882
19;2;87000;87000;6631;0;12;40;5;0;12;35;0.0762183908045977;0.00046206896551724135
20;1;93000;93000;10272;1;11;65;9;0;11;56;0.1104516129032258;0.000432258064516129
;;1000000;;;;;247;;;;234;0.8753347882670598;0.02431226036126499;0.8996470486283248
;;;;;;;0.05263157894736842;;;;;
