ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;8;12000;12000;21;0;84;0;0;0;84;0;0.00175;0.0033499999999999997
2;7;20000;20000;1020;0;50;0;0;0;50;0;0.051;0.0020099999999999996
3;6;20000;20000;5350;0;50;17;0;0;50;17;0.2675;0.0020099999999999996
4;5;26000;26000;5847;0;39;27;2;0;39;25;0.22488461538461538;0.001546153846153846
5;4;28000;28000;4083;0;36;21;3;0;36;18;0.14582142857142857;0.0014357142857142856
6;3;44000;44000;4021;0;23;19;1;0;23;18;0.09138636363636364;0.0009136363636363636
7;2;60000;60000;2897;0;17;7;2;0;17;5;0.04828333333333333;0.00067
8;1;91000;91000;5173;0;11;21;0;0;11;21;0.056846153846153845;0.0004417582417582418
;;1000000;;;;;112;;;;104;0.8874718947718948;0.012377262737262735;0.8998491575091575
;;;;;;;0.07142857142857142;;;;;
