ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;8;49000;49000;10452;0;21;0;0;0;21;0;0.2133061224489796;0.0008204081632653061
2;7;50000;50000;1925;0;20;0;0;0;20;0;0.0385;0.000804
3;6;62000;62000;10878;0;16;8;2;0;16;6;0.1754516129032258;0.0006483870967741935
4;5;66000;66000;3124;0;15;2;1;0;15;1;0.04733333333333333;0.0006090909090909092
5;4;79000;79000;16186;0;13;12;3;0;13;9;0.20488607594936709;0.0005088607594936708
6;3;81000;81000;8185;0;12;8;3;0;13;5;0.10104938271604938;0.0004962962962962963
7;2;92000;92000;4750;1;11;7;2;0;11;5;0.051630434782608696;0.0004369565217391304
8;1;93000;93000;5859;2;10;8;6;0;11;2;0.063;0.000432258064516129
;;1000000;;;;;45;;;;28;0.8951569621335638;0.004756257811175635;0.8999132199447394
;;;;;;;0.37777777777777777;;;;;
