ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;18;11000;11000;16;0;91;0;0;0;91;0;0.0014545454545454545;0.0036545454545454546
2;17;14000;14000;1557;0;72;6;0;0;72;6;0.11121428571428571;0.002871428571428571
3;16;20000;20000;802;0;50;0;-1;0;50;1;0.0401;0.0020099999999999996
4;15;20000;20000;362;0;50;3;1;0;50;2;0.0181;0.0020099999999999996
5;14;24000;24000;1272;0;42;6;1;0;42;5;0.053;0.0016749999999999998
6;13;26000;26000;1808;0;39;8;0;0;39;8;0.06953846153846154;0.001546153846153846
7;12;43000;43000;1595;0;24;8;-1;0;24;9;0.037093023255813956;0.0009348837209302325
8;11;47000;47000;622;0;22;4;-1;0;22;5;0.013234042553191489;0.0008553191489361703
9;10;48000;48000;3023;0;21;19;1;0;21;18;0.06297916666666667;0.0008374999999999999
10;9;54000;54000;6873;0;19;36;-2;0;19;38;0.12727777777777777;0.0007444444444444445
11;8;55000;55000;1335;0;19;10;1;0;19;9;0.024272727272727272;0.0007309090909090909
12;7;57000;57000;5710;0;18;42;1;0;18;41;0.10017543859649122;0.0007052631578947368
13;6;65000;65000;3483;0;16;23;2;0;16;21;0.05358461538461538;0.0006184615384615384
14;5;68000;68000;2781;0;15;10;1;0;15;9;0.04089705882352941;0.0005911764705882353
15;4;82000;82000;579;0;13;4;2;0;12;2;0.007060975609756098;0.0004902439024390243
16;3;88000;88000;7310;1;11;38;2;0;11;36;0.08306818181818182;0.0004568181818181818
17;2;97000;97000;986;1;10;9;5;0;10;4;0.010164948453608248;0.00041443298969072163
18;1;98000;98000;2440;1;10;9;-3;0;10;12;0.02489795918367347;0.00041020408163265306
;;1000000;;;;;235;;;;226;0.8781132081033254;0.0215567845998729;0.8996699927031983
;;;;;;;0.03829787234042553;;;;;
