ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;20;20000;20000;1354;0;50;0;0;0;50;0;0.0677;0.0020099999999999996
2;19;22000;22000;3527;0;46;4;4;0;46;0;0.16031818181818183;0.0018272727272727273
3;18;30000;30000;1651;0;34;2;0;0;34;2;0.05503333333333333;0.00134
4;17;37000;37000;3109;0;27;12;0;0;27;12;0.08402702702702702;0.0010864864864864863
5;16;40000;40000;1046;0;25;1;0;0;25;1;0.02615;0.0010049999999999998
6;15;44000;44000;2438;0;23;8;2;0;23;6;0.05540909090909091;0.0009136363636363636
7;14;47000;47000;1523;0;22;3;0;0;22;3;0.032404255319148936;0.0008553191489361703
8;13;50000;50000;10;0;20;0;0;0;20;0;0.0002;0.000804
9;12;63000;63000;1580;0;16;4;-1;0;16;5;0.02507936507936508;0.0006380952380952382
10;11;65000;65000;944;0;16;1;0;0;16;1;0.014523076923076923;0.0006184615384615384
11;10;67000;67000;2878;0;15;6;-1;0;15;7;0.04295522388059701;0.0006000000000000001
12;9;73000;73000;740;0;14;1;-1;0;14;2;0.010136986301369864;0.0005506849315068494
13;8;81000;81000;6714;0;13;20;4;0;13;16;0.08288888888888889;0.0004962962962962963
14;7;88000;88000;8406;0;12;28;-2;0;11;30;0.09552272727272727;0.0004568181818181818
15;6;89000;89000;12;0;12;0;0;0;11;0;0.0001348314606741573;0.00045168539325842697
16;5;94000;94000;1184;0;11;5;0;0;11;5;0.012595744680851064;0.00042765957446808513
17;4;96000;96000;4127;0;10;16;6;0;11;10;0.04298958333333333;0.00041874999999999996
18;3;97000;97000;2239;0;10;7;3;0;10;4;0.023082474226804123;0.00041443298969072163
19;2;97000;97000;2600;1;10;9;0;0;10;9;0.026804123711340205;0.00041443298969072163
20;1;100000;100000;2609;1;10;10;2;0;10;8;0.02609;0.000402
;;1000000;;;;;137;;;;121;0.88404491416581;0.015731031859617807;0.8997759460254278
;;;;;;;0.11678832116788321;;;;;
