ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;33000;33000;8866;0;31;0;0;0;31;0;0.26866666666666666;0.0012181818181818183
2;9;37000;37000;3520;0;27;4;1;0;27;3;0.09513513513513513;0.0010864864864864863
3;8;43000;43000;2774;0;23;6;0;0;23;6;0.06451162790697675;0.0009348837209302325
4;7;47000;47000;3591;0;21;6;0;0;21;6;0.07640425531914893;0.0008553191489361703
5;6;53000;53000;407;0;19;0;-1;0;19;1;0.007679245283018868;0.0007584905660377359
6;5;74000;74000;8528;0;14;10;0;0;14;10;0.11524324324324324;0.0005432432432432432
7;4;75000;75000;640;0;14;0;-1;0;14;1;0.008533333333333334;0.000536
8;3;77000;77000;2751;0;13;2;-3;0;13;5;0.035727272727272726;0.0005220779220779221
9;2;89000;89000;18478;1;11;36;14;0;11;22;0.2076179775280899;0.00045168539325842697
10;1;97000;97000;1267;1;10;5;3;0;11;2;0.013061855670103093;0.00041443298969072163
;;1000000;;;;;69;;;;56;0.8925806128129885;0.007320801288842756;0.8999014141018312
;;;;;;;0.18840579710144928;;;;;
