ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;14;27000;27000;938;0;38;0;0;0;38;0;0.03474074074074074;0.001488888888888889
2;13;28000;28000;6319;0;36;6;6;0;36;0;0.22567857142857142;0.0014357142857142856
3;12;47000;47000;845;0;22;1;0;0;22;1;0.01797872340425532;0.0008553191489361703
4;11;49000;49000;4059;0;21;4;1;0;21;3;0.08283673469387755;0.0008204081632653061
5;10;52000;52000;2921;0;20;5;0;0;20;5;0.05617307692307692;0.000773076923076923
6;9;53000;53000;2653;0;19;5;1;0;19;4;0.0500566037735849;0.0007584905660377359
7;8;57000;57000;3689;0;18;8;-1;0;18;9;0.06471929824561404;0.0007052631578947368
8;7;60000;60000;6496;0;17;15;1;0;17;14;0.10826666666666666;0.00067
9;6;62000;62000;113;0;17;0;-1;0;16;1;0.0018225806451612904;0.0006483870967741935
10;5;69000;69000;5257;0;15;15;2;0;15;13;0.07618840579710145;0.0005826086956521739
11;4;75000;75000;7391;1;13;33;12;0;13;21;0.09854666666666667;0.000536
12;3;80000;80000;3408;1;12;16;6;0;13;10;0.0426;0.0005024999999999999
13;2;92000;92000;453;1;11;0;-1;0;11;1;0.004923913043478261;0.0004369565217391304
14;1;97000;97000;2396;1;10;7;0;0;10;7;0.02470103092783505;0.00041443298969072163
;;1000000;;;;;115;;;;89;0.8892330129566302;0.010628046437670263;0.8998610593943004
;;;;;;;0.22608695652173913;;;;;
