ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;12;15000;15000;142;0;67;0;0;0;67;0;0.009466666666666667;0.00268
2;11;29000;29000;257;0;35;0;-1;0;35;1;0.008862068965517242;0.001386206896551724
3;10;32000;32000;8873;0;31;26;7;0;31;19;0.27728125;0.00125625
4;9;35000;35000;1039;0;29;1;0;0;29;1;0.029685714285714284;0.0011485714285714285
5;8;40000;40000;2686;0;25;5;1;0;25;4;0.06715;0.0010049999999999998
6;7;40000;40000;2222;0;25;9;7;0;25;2;0.05555;0.0010049999999999998
7;6;55000;55000;6054;0;18;19;-2;0;18;21;0.11007272727272727;0.0007309090909090909
8;5;58000;58000;1240;0;18;1;-1;0;18;2;0.021379310344827585;0.000693103448275862
9;4;65000;65000;454;0;16;0;-1;0;16;1;0.006984615384615384;0.0006184615384615384
10;3;70000;70000;17225;1;14;46;4;0;14;42;0.24607142857142858;0.0005742857142857142
11;2;95000;95000;4363;1;11;14;0;0;11;14;0.04592631578947368;0.0004231578947368421
12;1;100000;100000;952;1;10;3;0;0;10;3;0.00952;0.000402
;;1000000;;;;;124;;;;110;0.8879500972809705;0.0119229460117922;0.8998730432927627
;;;;;;;0.11290322580645161;;;;;
