ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;40000;40000;242;0;2520;0;0;0;2520;0;0.00605;0.0010049999999999998;;43766;43766;176225;198090;43766;43768;43905;174216;336712;43768
2;19;40000;40000;713;0;2520;0;0;0;2520;0;0.017825;0.0010049999999999998;;128680;128686;227966;250407;128680;128547;128684;174216;251912;128547
3;18;100000;100000;4427;0;1008;0;0;0;1008;0;0.04427;0.000402;;797537;797544;175571;387064;797537;797540;797545;173511;388670;797540
4;17;140000;140000;6657;0;720;0;0;0;720;0;0.04755;0.0002871428571428571;;1199176;1199300;176225;1192636;1199176;1199179;1199301;174216;2368013;1199179
5;16;140000;140000;6469;0;720;0;0;0;720;0;0.046207142857142856;0.0002871428571428571;;1165348;1165470;1383477;2400019;1165348;1165349;1165471;365326;2192503;1165349
6;15;200000;200000;23798;0;504;216;0;0;504;216;0.11899;0.000201;;4286671;6873827;1171917;3573459;4683156;4286672;6874400;1170181;3575420;4683027
7;14;240000;240000;3100;0;420;0;0;0;420;0;0.012916666666666667;0.0001675;;558573;558576;365293;8062978;558573;558573;558577;363356;8064524;558573
8;13;280000;280000;7822;0;360;72;0;0;360;72;0.027935714285714286;0.00014357142857142856;;1409124;2221276;2748375;8629819;1571234;1408988;2221377;2746866;15585468;1557520
9;12;300000;300000;3466;0;336;24;-8;0;336;32;0.011553333333333334;0.000134;;624448;819918;982728;10047334;638291;624448;819516;980790;12562137;642895
10;11;300000;300000;13904;0;336;264;12;0;336;252;0.04634666666666667;0.000134;;2504577;6502231;1615895;10680364;3200250;2504578;5085324;1614024;10599309;2962212
11;10;320000;320000;1954;0;315;0;-3;0;315;3;0.00610625;0.00012562499999999998;;352041;352180;365273;13193368;352175;352061;3545961;363320;16820824;367388
12;9;360000;360000;46216;0;280;461;-3;0;280;464;0.12837777777777779;0.00011166666666666668;;8518472;17982088;365278;13545997;11357924;8518080;17622706;363320;13579564;10933052
13;8;480000;480000;9782;0;210;45;-34;0;210;79;0.020379166666666667;8.375e-05;;1762026;9717347;934406;23080132;2191733;1762008;10403104;932795;40595699;2422121
14;7;480000;480000;10263;0;210;89;18;0;210;71;0.02138125;8.375e-05;;1848715;7145930;2705451;24851001;2465344;1848704;11144501;1296026;43763303;2417012
15;6;560000;560000;3313;0;180;9;-6;0;180;15;0.0059160714285714285;7.178571428571428e-05;;596908;4749837;4166841;29279610;654583;596887;17764566;4165549;49954809;894586
16;5;700000;700000;13401;0;144;69;-29;0;144;98;0.019144285714285714;5.742857142857143e-05;;2413909;20994275;3364400;29899272;3381362;2413898;25317723;3362703;71919644;4836316
17;4;800000;800000;110543;0;126;692;22;0;126;670;0.13817875;5.025e-05;;24452237;53911251;5467888;32322030;42481145;24449984;55278911;5466342;51462962;40795121
18;3;840000;840000;62650;0;120;324;-12;0;120;336;0.07458333333333333;4.7857142857142856e-05;;11478609;76889303;4167924;83199112;30492434;11478109;40592262;4166773;97018302;22669529
19;2;840000;840000;66768;0;120;410;46;0;120;364;0.07948571428571428;4.7857142857142856e-05;;13030887;100460163;16660861;99906521;41088502;12219947;46440787;5342245;83196089;26309028
20;1;960000;960000;21377;1;105;92;-3;0;105;95;0.022267708333333334;4.1875e-05;;3850542;115570286;5172062;125738982;11024194;3850542;23400668;5168378;120949712;6986357
;;100800000;;;;;2767;;;;2767;0.8954648313492064;0.00448820238095238;0.8999530337301588
;;;;;;;0.0;;;;;
