ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;20000;20000;447;0;2520;0;0;0;2520;0;0.02235;0.0020099999999999996;;80656;80656;175571;196847;80656;80658;80660;173511;197686;80658
2;19;40000;40000;233;0;1260;0;0;0;1260;0;0.005825;0.0010049999999999998;;42128;42132;264841;286054;42128;42136;42136;262823;286793;42136
3;18;80000;80000;3669;0;630;0;0;0;630;0;0.0458625;0.0005024999999999999;;661114;661119;317451;336155;661114;660976;661122;315917;729105;660987
4;17;80000;80000;704;0;630;0;0;0;630;0;0.0088;0.0005024999999999999;;127048;127050;986826;1005299;127048;126915;127052;573129;1004076;126915
5;16;80000;80000;1380;0;630;0;0;0;630;0;0.01725;0.0005024999999999999;;248734;248736;1122104;1140416;248734;248735;248856;315937;1139259;248735
6;15;120000;120000;3952;0;420;0;0;0;420;0;0.032933333333333335;0.000335;;712046;712051;317086;1397200;712046;712047;712052;315118;2197888;712047
7;14;120000;120000;4392;0;420;0;0;0;420;0;0.0366;0.000335;;791366;791371;1037342;2117445;791366;791367;791372;1035449;1398241;791367
8;13;140000;140000;1518;0;360;0;0;0;360;0;0.010842857142857144;0.0002871428571428571;;273571;273691;264844;2917025;273599;273572;273693;262813;6021991;273573
9;12;200000;200000;58380;0;252;756;-42;0;252;798;0.2919;0.000201;;10847339;13724425;316605;3199000;12008348;10845914;13862973;314812;5136142;12347959
10;11;200000;200000;10182;0;252;168;42;0;252;126;0.05091;0.000201;;1834155;3326033;12236999;14054950;2312083;1834156;2209950;1379670;14049850;1904439
11;10;240000;240000;1707;0;210;0;0;0;210;0;0.0071125;0.0001675;;307588;307708;2901846;17106562;307588;307589;307710;2900923;17106588;307589
12;9;300000;300000;3387;0;168;0;-16;0;168;16;0.01129;0.000134;;610236;610356;264844;17422685;610236;610236;1819404;262813;17422797;698792
13;8;360000;360000;28559;0;140;250;-6;0;140;256;0.07933055555555556;0.00011166666666666668;;5237739;21098693;1837835;18039325;7592424;5237313;22165018;1836156;18039270;8166406
14;7;420000;420000;27586;0;120;204;-4;0;120;208;0.06568095238095238;9.571428571428571e-05;;5062468;28222765;547879;24951815;8967145;5062044;22449704;545906;24951813;8785136
15;6;480000;480000;3592;0;105;54;20;0;105;34;0.007483333333333333;8.375e-05;;647126;17568862;3220559;31517663;926850;647126;2313328;3220033;55244320;732281
16;5;480000;480000;42691;0;105;297;1;0;105;296;0.08893958333333334;8.375e-05;;7928003;39215335;3970409;32173497;17042663;7926997;25469550;3220173;31500461;13324616
17;4;700000;700000;49330;0;72;271;-4;0;72;275;0.07047142857142857;5.742857142857143e-05;;9123844;65182203;547749;56855308;29166007;9122727;56305316;545792;56854508;27729564
18;3;800000;800000;886;0;63;2;2;0;63;0;0.0011075;5.025e-05;;159683;536287;14081599;106440034;171750;159687;159828;14360737;91281480;159798
19;2;840000;840000;11064;0;60;47;3;0;60;44;0.013171428571428572;4.7857142857142856e-05;;1993036;62988423;7193841;106607898;9433799;1993036;35454899;7192025;91449437;7406357
20;1;900000;900000;22744;1;56;94;4;0;56;90;0.025271111111111112;4.4666666666666664e-05;;4190328;70590484;884749;124822125;19986066;4189903;60300112;882791;98665955;15491168
;;50400000;;;;;2143;;;;2143;0.8931320833333333;0.006758226190476189;0.8998903095238094
;;;;;;;0.0;;;;;
