ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;28000;28000;1394;0;3600;0;0;0;3600;0;0.04978571428571429;0.0014357142857142856;;251248;251257;175571;199052;251248;251249;251255;173511;199845;251249
2;19;56000;56000;2222;0;1800;0;0;0;1800;0;0.03967857142857143;0.0007178571428571428;;400407;400413;435435;458859;400407;400407;400411;433393;459528;400407
3;18;84000;84000;891;0;1200;0;0;0;1200;0;0.010607142857142857;0.00047857142857142857;;160708;160710;436166;867259;160708;160709;160712;434203;1478205;160709
4;17;84000;84000;3341;0;1200;0;0;0;1200;0;0.039773809523809524;0.00047857142857142857;;601957;602078;604889;1036015;601957;601957;602079;603005;868014;601957
5;16;112000;112000;4104;0;900;0;0;0;900;0;0.036642857142857144;0.0003589285714285714;;739399;739404;844723;1646123;739399;739400;739405;842761;1647030;739400
6;15;140000;140000;11145;0;720;0;0;0;720;0;0.07960714285714286;0.0002871428571428571;;2007604;2007726;435435;2393664;2007604;2007605;2007727;433393;2394677;2007605
7;14;168000;168000;3558;0;600;0;0;0;600;0;0.02117857142857143;0.00023928571428571429;;641006;641127;1625444;4409489;641006;641006;641128;1623877;4410600;641006
8;13;224000;224000;11831;0;450;90;-45;0;450;135;0.05281696428571429;0.0001794642857142857;;2131210;3176351;1593999;5058924;2235940;2131094;4412721;1592382;5960125;2329473
9;12;224000;224000;3484;0;450;120;45;0;450;75;0.015553571428571429;0.0001794642857142857;;627695;2909543;3733913;7462663;832555;627695;2909231;1593488;7463202;738855
10;11;252000;252000;5028;0;400;10;-22;0;400;32;0.019952380952380954;0.00015952380952380954;;905844;1169948;1215735;8098876;912352;905825;1579092;1214031;8099791;929172
11;10;280000;280000;15493;0;360;280;14;0;360;266;0.05533214285714286;0.00014357142857142856;;2790720;4750817;2861665;9013227;3312967;2790721;3836421;2859892;9014207;3206191
12;9;336000;336000;6772;0;300;10;0;0;300;10;0.020154761904761904;0.00011964285714285714;;1219884;1220006;3025095;12485888;1219934;1219867;1892867;3023679;12486612;1235611
13;8;420000;420000;19142;0;240;270;43;0;240;227;0.04557619047619048;9.571428571428571e-05;;3448002;8692898;3233570;13714503;5323266;3448003;9607190;3231713;23755290;5106469
14;7;448000;448000;3111;0;225;25;-6;0;225;31;0.006944196428571429;8.973214285714285e-05;;560545;2520515;4371275;18215887;672163;560545;4332732;4369674;29457908;682211
15;6;504000;504000;18929;0;200;205;-13;0;200;218;0.037557539682539685;7.976190476190477e-05;;3409666;9945352;3191463;18785157;4524445;3409667;14148445;3190306;34274540;5353968
16;5;560000;560000;54001;0;180;515;-32;0;180;547;0.09643035714285714;7.178571428571428e-05;;10664563;28394708;6676337;23625513;16871220;10663573;20275942;6674438;33920414;16095066
17;4;560000;560000;32751;0;180;323;3;0;180;320;0.05848392857142857;7.178571428571428e-05;;6163362;21667168;18130263;38011879;11855644;6162942;17680852;9452888;37437951;9275876
18;3;672000;672000;44091;0;150;335;1;0;150;334;0.06561160714285715;5.982142857142857e-05;;9628046;46648636;7297446;50079449;16263655;8205424;27701560;7296277;50079298;14363770
19;2;700000;700000;52825;0;144;418;0;0;144;418;0.07546428571428572;5.742857142857143e-05;;11232457;72654398;2452040;68131482;25789637;10451514;33264355;2450096;68130955;18880782
20;1;840000;840000;56651;14;120;360;-2;0;120;362;0.06744166666666666;4.7857142857142856e-05;;11921612;100399807;12237515;89884016;43778142;11920969;27041036;12236169;85590997;18539948
;;100800000;;;;;2961;;;;2975;0.8945934027777779;0.005351624999999999;0.8999450277777779
;;;;;;;-0.004728132387706856;;;;;
