ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;25000;25000;906;0;2016;0;0;0;2016;0;0.03624;0.001608;;163274;163421;175571;198164;163275;163278;163416;173511;199845;163278
2;19;50000;50000;1055;0;1008;0;0;0;1008;0;0.0211;0.000804;;190217;190361;347462;370127;190221;190216;190363;345444;371686;190216
3;18;75000;75000;14632;0;672;0;0;0;672;0;0.19509333333333334;0.000536;;2635613;2635736;347461;568341;2635613;2635614;2635736;345443;569984;2635614
4;17;100000;100000;571;0;504;0;0;0;504;0;0.00571;0.000402;;102971;103114;546637;3211989;102971;102979;103116;544697;3213717;102979
5;16;150000;150000;3949;0;336;0;0;0;336;0;0.02632666666666667;0.000268;;711502;711507;3191710;3323185;711502;711503;711508;3189753;3325021;711503
6;15;175000;175000;4088;0;288;24;-12;0;288;36;0.02336;0.00022971428571428573;;736526;912806;347462;4042850;751185;736527;1111457;345444;4316132;766762
7;14;200000;200000;25509;0;252;264;12;0;252;252;0.127545;0.000201;;4771006;8162991;658547;4963867;5786453;4770583;7418480;656777;4965416;5661805
8;13;225000;225000;10910;0;224;212;6;0;224;206;0.04848888888888889;0.00017866666666666665;;1965308;7984331;2992021;9942215;2995122;1965310;3206215;2990101;9943482;2360689
9;12;300000;300000;400;0;168;0;-4;0;168;4;0.0013333333333333333;0.000134;;72201;72345;4025939;11915840;72201;72205;2893612;4024482;18952684;139383
10;11;300000;300000;9866;0;168;100;14;0;168;86;0.03288666666666667;0.000134;;1777136;4598010;4106733;11996407;2189446;1777135;4597645;4105363;16679981;2239016
11;10;350000;350000;57675;0;144;444;-12;0;144;456;0.16478571428571429;0.00011485714285714286;;13760940;26732361;1293072;16602820;18267957;13759539;24858273;1290996;16603952;17846435
12;9;400000;400000;8709;0;126;65;10;0;126;55;0.0217725;0.0001005;;1568771;21514562;5439905;31404220;3023678;1568772;8206997;5437684;31404355;2361136
13;8;450000;450000;26296;0;112;162;1;0;112;161;0.05843555555555555;8.933333333333333e-05;;4912791;35126029;6063666;33903529;12582064;4912361;28748912;6061540;33903362;9706909
14;7;525000;525000;139;0;96;0;0;0;96;0;0.00026476190476190474;7.657142857142856e-05;;25213;25356;3738048;48912220;25213;25217;25357;3736288;48910053;25221
15;6;600000;600000;26658;0;84;136;-4;0;84;140;0.04443;6.7e-05;;4977953;40859808;11051099;48946018;12298277;4977524;34155953;11049446;50196173;10935466
16;5;600000;600000;5925;0;84;26;-12;0;84;38;0.009875;6.7e-05;;1067301;7711007;19170791;53932818;2365744;1067312;21588920;12628098;52354261;2274625
17;4;700000;700000;6702;0;72;20;0;0;72;20;0.009574285714285714;5.742857142857143e-05;;1207287;23819353;15176582;60907019;3264981;1207267;13668662;15173880;65138037;2728062
18;3;700000;700000;17219;0;72;92;1;0;72;91;0.024598571428571428;5.742857142857143e-05;;3101631;39391861;16392878;62123244;12792279;3101633;26517267;16390244;60905894;8651102
19;2;800000;800000;6087;0;63;10;-10;0;63;20;0.00760875;5.025e-05;;1096583;37615211;7018732;101504797;2031262;1096584;37613211;7016607;91199477;3671564
20;1;900000;900000;31758;0;56;118;9;0;56;109;0.03528666666666667;4.4666666666666664e-05;;5896658;65758496;13165749;102628657;27044167;5896227;52237364;13164861;93882163;20688250
;;50400000;;;;;1673;;;;1674;0.8947156944444445;0.005220416666666667;0.8999361111111112
;;;;;;;-0.0005977286312014345;;;;;
