ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;14;18000;18000;2189;0;56;0;0;0;56;0;0.12161111111111111;0.0022333333333333333
2;13;27000;27000;2565;0;37;1;0;0;37;1;0.095;0.001488888888888889
3;12;31000;31000;281;0;33;0;0;0;33;0;0.009064516129032259;0.001296774193548387
4;11;33000;33000;4789;0;31;11;3;0;31;8;0.14512121212121212;0.0012181818181818183
5;10;44000;44000;1107;0;23;1;0;0;23;1;0.02515909090909091;0.0009136363636363636
6;9;47000;47000;2511;0;22;9;0;0;22;9;0.05342553191489362;0.0008553191489361703
7;8;48000;48000;2551;0;21;3;0;0;21;3;0.05314583333333334;0.0008374999999999999
8;7;52000;52000;1283;0;20;2;0;0;20;2;0.024673076923076923;0.000773076923076923
9;6;72000;72000;6461;0;14;13;-4;0;14;17;0.08973611111111111;0.0005583333333333333
10;5;83000;83000;8413;0;12;35;3;0;12;32;0.10136144578313253;0.00048433734939759034
11;4;85000;85000;4756;0;12;17;4;0;12;13;0.05595294117647059;0.0004729411764705882
12;3;94000;94000;528;0;11;2;2;0;11;0;0.005617021276595744;0.00042765957446808513
13;2;98000;98000;5296;1;11;16;0;0;11;16;0.054040816326530614;0.00041020408163265306
14;1;99000;99000;5307;1;10;9;0;0;10;9;0.05360606060606061;0.0004060606060606061
;;1000000;;;;;119;;;;111;0.8875147687216515;0.012376246790964739;0.8998910155126162
;;;;;;;0.06722689075630252;;;;;
