ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;12;15000;15000;429;0;67;0;0;0;67;0;0.0286;0.00268
2;11;19000;19000;88;0;53;0;0;0;53;0;0.0046315789473684215;0.0021157894736842106
3;10;25000;25000;124;0;40;0;0;0;40;0;0.00496;0.001608
4;9;36000;36000;12744;0;28;49;2;0;28;47;0.354;0.0011166666666666666
5;8;38000;38000;5980;0;27;24;7;0;27;17;0.15736842105263157;0.0010578947368421053
6;7;42000;42000;5608;0;24;24;5;0;24;19;0.13352380952380952;0.0009571428571428571
7;6;77000;77000;2298;0;13;10;0;0;13;10;0.029844155844155843;0.0005220779220779221
8;5;78000;78000;2194;0;13;4;0;0;13;4;0.028128205128205127;0.0005153846153846154
9;4;81000;81000;5583;0;13;12;-1;0;13;13;0.06892592592592593;0.0004962962962962963
10;3;86000;86000;1364;0;12;1;0;0;12;1;0.01586046511627907;0.00046744186046511623
11;2;88000;88000;5021;0;11;13;4;0;11;9;0.05705681818181818;0.0004568181818181818
12;1;89000;89000;406;0;11;0;-1;0;11;1;0.004561797752808989;0.00045168539325842697
;;1000000;;;;;137;;;;121;0.8874611774730026;0.012445198003636401;0.899906375476639
;;;;;;;0.11678832116788321;;;;;
