ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;20;10000;10000;400;0;100;0;0;0;100;0;0.04;0.004019999999999999
2;19;19000;19000;296;0;53;0;0;0;53;0;0.015578947368421053;0.0021157894736842106
3;18;37000;37000;173;0;28;0;0;0;28;0;0.004675675675675676;0.0010864864864864863
4;17;38000;38000;794;0;27;0;0;0;27;0;0.020894736842105265;0.0010578947368421053
5;16;44000;44000;583;0;23;0;0;0;23;0;0.01325;0.0009136363636363636
6;15;48000;48000;1417;0;21;3;0;0;21;3;0.029520833333333333;0.0008374999999999999
7;14;55000;55000;2426;0;19;4;-1;0;19;5;0.04410909090909091;0.0007309090909090909
8;13;60000;60000;3053;0;17;6;-2;0;17;8;0.050883333333333336;0.00067
9;12;63000;63000;5266;0;16;14;-4;0;16;18;0.08358730158730159;0.0006380952380952382
10;11;65000;65000;575;0;16;1;1;0;16;0;0.008846153846153846;0.0006184615384615384
11;10;66000;66000;10844;0;15;42;8;0;15;34;0.1643030303030303;0.0006090909090909092
12;9;68000;68000;2964;0;15;10;1;0;15;9;0.04358823529411765;0.0005911764705882353
13;8;73000;73000;1800;0;14;4;-5;0;14;9;0.024657534246575342;0.0005506849315068494
14;7;81000;81000;10870;0;13;46;10;0;13;36;0.13419753086419753;0.0004962962962962963
15;6;86000;86000;1;0;12;0;0;0;12;0;1.1627906976744185e-05;0.00046744186046511623
16;5;87000;87000;675;0;12;1;-1;0;12;2;0.007758620689655172;0.00046206896551724135
17;4;89000;89000;1811;0;12;4;1;0;12;3;0.020348314606741573;0.00045168539325842697
18;3;93000;93000;6442;0;11;27;6;0;11;21;0.06926881720430107;0.000432258064516129
19;2;97000;97000;855;1;11;7;3;0;11;4;0.008814432989690722;0.00041443298969072163
20;1;99000;99000;9692;2;10;43;13;0;10;30;0.0978989898989899;0.0004060606060606061
;;1000000;;;;;212;;;;182;0.8821932068996912;0.017569969415105566;0.8997631763147967
;;;;;;;0.14150943396226415;;;;;
