ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;21000;21000;499;0;48;0;0;0;48;0;0.023761904761904762;0.0019142857142857143
2;9;26000;26000;1614;0;39;2;0;0;39;2;0.06207692307692308;0.001546153846153846
3;8;37000;37000;1204;0;27;3;0;0;27;3;0.03254054054054054;0.0010864864864864863
4;7;50000;50000;4312;0;20;9;0;0;20;9;0.08624;0.000804
5;6;58000;58000;10893;0;17;23;0;0;17;23;0.1878103448275862;0.000693103448275862
6;5;70000;70000;2663;0;15;2;-3;0;15;5;0.03804285714285714;0.0005742857142857142
7;4;77000;77000;1391;0;13;3;-4;0;13;7;0.018064935064935065;0.0005220779220779221
8;3;82000;82000;19787;0;12;46;6;0;12;40;0.24130487804878048;0.0004902439024390243
9;2;84000;84000;15223;1;12;43;19;0;12;24;0.18122619047619049;0.00047857142857142857
10;1;86000;86000;1737;1;12;10;6;0;12;4;0.02019767441860465;0.00046744186046511623
;;1000000;;;;;141;;;;117;0.8912662483583225;0.008576650323041115;0.8998428986813636
;;;;;;;0.1702127659574468;;;;;
