ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;20;12000;12000;1319;0;84;0;0;0;84;0;0.10991666666666666;0.0033499999999999997
2;19;16000;16000;77;0;63;0;0;0;63;0;0.0048125;0.0025125
3;18;17000;17000;247;0;59;0;0;0;59;0;0.014529411764705883;0.002364705882352941
4;17;18000;18000;194;0;56;0;0;0;56;0;0.010777777777777778;0.0022333333333333333
5;16;19000;19000;379;0;53;0;0;0;53;0;0.01994736842105263;0.0021157894736842106
6;15;22000;22000;99;0;46;0;0;0;46;0;0.0045;0.0018272727272727273
7;14;36000;36000;971;0;28;6;0;0;28;6;0.026972222222222224;0.0011166666666666666
8;13;41000;41000;2067;0;25;12;0;0;25;12;0.05041463414634147;0.0009804878048780487
9;12;49000;49000;4216;0;21;22;-3;0;21;25;0.08604081632653061;0.0008204081632653061
10;11;57000;57000;2699;0;18;17;1;0;18;16;0.047350877192982456;0.0007052631578947368
11;10;59000;59000;2693;0;17;16;0;0;17;16;0.04564406779661017;0.0006813559322033898
12;9;66000;66000;1534;0;16;6;-4;0;16;10;0.02324242424242424;0.0006090909090909092
13;8;69000;69000;3831;0;15;23;-3;0;15;26;0.05552173913043478;0.0005826086956521739
14;7;74000;74000;5546;0;14;26;-4;0;14;30;0.07494594594594595;0.0005432432432432432
15;6;86000;86000;84;0;12;0;0;0;12;0;0.0009767441860465116;0.00046744186046511623
16;5;88000;88000;995;0;12;2;0;0;12;2;0.011306818181818182;0.0004568181818181818
17;4;92000;92000;7106;0;11;33;-2;0;11;35;0.0772391304347826;0.0004369565217391304
18;3;95000;95000;4395;0;11;21;-2;0;11;23;0.04626315789473684;0.0004231578947368421
19;2;97000;97000;4418;0;11;21;3;0;11;18;0.04554639175257732;0.00041443298969072163
20;1;98000;98000;11831;1;10;70;27;0;10;43;0.12072448979591836;0.00041020408163265306
;;1000000;;;;;275;;;;262;0.8766731838795747;0.02305173751962033;0.899724921399195
;;;;;;;0.04727272727272727;;;;;
