ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;18;25000;25000;1226;0;40;0;0;0;40;0;0.04904;0.001608
2;17;36000;36000;1066;0;28;1;0;0;28;1;0.029611111111111112;0.0011166666666666666
3;16;37000;37000;2432;0;27;3;0;0;27;3;0.06572972972972974;0.0010864864864864863
4;15;42000;42000;5957;0;24;12;4;0;24;8;0.14183333333333334;0.0009571428571428571
5;14;43000;43000;2662;0;24;7;1;0;24;6;0.06190697674418605;0.0009348837209302325
6;13;44000;44000;1389;0;23;0;-1;0;23;1;0.03156818181818182;0.0009136363636363636
7;12;49000;49000;159;0;21;0;0;0;21;0;0.0032448979591836735;0.0008204081632653061
8;11;60000;60000;4991;0;17;17;3;0;17;14;0.08318333333333333;0.00067
9;10;62000;62000;6322;0;17;16;-4;0;17;20;0.10196774193548387;0.0006483870967741935
10;9;65000;65000;1391;0;16;4;3;0;16;1;0.0214;0.0006184615384615384
11;8;67000;67000;5438;0;15;24;2;0;15;22;0.08116417910447761;0.0006000000000000001
12;7;70000;70000;1120;0;15;4;2;0;15;2;0.016;0.0005742857142857142
13;6;71000;71000;1054;0;14;5;0;0;14;5;0.014845070422535212;0.0005661971830985916
14;5;77000;77000;1961;0;13;7;4;0;13;3;0.02546753246753247;0.0005220779220779221
15;4;80000;80000;189;0;13;0;0;0;13;0;0.0023625;0.0005024999999999999
16;3;84000;84000;9891;1;12;35;15;0;12;20;0.11775;0.00047857142857142857
17;2;89000;89000;1741;1;12;7;1;0;12;6;0.019561797752808988;0.00045168539325842697
18;1;97000;97000;1908;1;11;6;2;0;11;4;0.019670103092783504;0.00041443298969072163
;;1000000;;;;;148;;;;116;0.8863064888046808;0.013483823524346447;0.8997903123290272
;;;;;;;0.21621621621621623;;;;;
