ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;14;14000;14000;70;0;72;0;0;0;72;0;0.005;0.002871428571428571
2;13;20000;20000;2391;0;50;7;0;0;50;7;0.11955;0.0020099999999999996
3;12;38000;38000;1062;0;27;0;0;0;27;0;0.02794736842105263;0.0010578947368421053
4;11;43000;43000;3218;0;24;7;0;0;24;7;0.07483720930232558;0.0009348837209302325
5;10;47000;47000;971;0;22;2;0;0;22;2;0.020659574468085105;0.0008553191489361703
6;9;49000;49000;7824;0;21;25;2;0;21;23;0.1596734693877551;0.0008204081632653061
7;8;54000;54000;3910;0;19;12;1;0;19;11;0.0724074074074074;0.0007444444444444445
8;7;56000;56000;6;0;18;0;0;0;18;0;0.00010714285714285714;0.0007178571428571428
9;6;68000;68000;6364;0;15;18;-3;0;15;21;0.09358823529411765;0.0005911764705882353
10;5;73000;73000;9072;0;14;32;3;0;14;29;0.12427397260273973;0.0005506849315068494
11;4;74000;74000;2052;0;14;9;5;0;14;4;0.02772972972972973;0.0005432432432432432
12;3;75000;75000;2022;0;14;8;2;0;14;6;0.02696;0.000536
13;2;91000;91000;455;0;11;1;0;0;11;1;0.005;0.0004417582417582418
14;1;96000;96000;12387;1;10;46;5;0;10;41;0.12903125;0.00041874999999999996
;;1000000;;;;;167;;;;152;0.886765359470356;0.013093848815800545;0.8998592082861565
;;;;;;;0.08982035928143713;;;;;
