ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;11000;11000;1137;0;91;0;0;0;91;0;0.10336363636363637;0.0036545454545454546
2;9;14000;14000;1225;0;72;6;0;0;72;6;0.0875;0.002871428571428571
3;8;20000;20000;2232;0;50;15;0;0;50;15;0.1116;0.0020099999999999996
4;7;23000;23000;1776;0;44;11;0;0;44;11;0.07721739130434782;0.0017478260869565217
5;6;45000;45000;424;0;23;0;0;0;23;0;0.009422222222222222;0.0008933333333333334
6;5;49000;49000;890;0;21;1;-2;0;21;3;0.018163265306122448;0.0008204081632653061
7;4;78000;78000;27349;0;13;120;3;0;13;117;0.35062820512820514;0.0005153846153846154
8;3;80000;80000;3667;0;13;17;6;0;13;11;0.0458375;0.0005024999999999999
9;2;92000;92000;7371;0;11;24;0;0;11;24;0.0801195652173913;0.0004369565217391304
10;1;96000;96000;206;0;11;1;0;0;11;1;0.0021458333333333334;0.00041874999999999996
;;1000000;;;;;195;;;;188;0.8859976188752585;0.01387113274665293;0.8998687516219115
;;;;;;;0.035897435897435895;;;;;
