ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;14;20000;20000;616;0;50;0;0;0;50;0;0.0308;0.0020099999999999996
2;13;23000;23000;139;0;44;0;0;0;44;0;0.006043478260869565;0.0017478260869565217
3;12;26000;26000;383;0;39;0;0;0;39;0;0.014730769230769231;0.001546153846153846
4;11;28000;28000;2058;0;36;5;1;0;36;4;0.0735;0.0014357142857142856
5;10;39000;39000;2941;0;26;11;-1;0;26;12;0.07541025641025641;0.0010307692307692307
6;9;40000;40000;966;0;25;1;0;0;25;1;0.02415;0.0010049999999999998
7;8;43000;43000;18224;0;23;77;16;0;23;61;0.4238139534883721;0.0009348837209302325
8;7;48000;48000;311;0;21;0;0;0;21;0;0.006479166666666667;0.0008374999999999999
9;6;54000;54000;465;0;19;3;2;0;19;1;0.008611111111111111;0.0007444444444444445
10;5;60000;60000;1268;0;17;6;-1;0;17;7;0.021133333333333334;0.00067
11;4;64000;64000;1264;0;16;2;0;0;16;2;0.01975;0.000628125
12;3;68000;68000;6883;1;15;28;3;0;15;25;0.10122058823529412;0.0005911764705882353
13;2;84000;84000;804;0;12;0;-1;0;12;1;0.009571428571428571;0.00047857142857142857
14;1;99000;99000;6981;1;10;23;4;0;10;19;0.07051515151515152;0.0004060606060606061
;;1000000;;;;;156;;;;133;0.8857292368232528;0.014066225120188833;0.8997954619434416
;;;;;;;0.14743589743589744;;;;;
