ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;16000;16000;314;0;63;0;0;0;63;0;0.019625;0.0025125
2;15;17000;17000;201;0;59;0;0;0;59;0;0.011823529411764707;0.002364705882352941
3;14;18000;18000;5690;0;56;27;27;0;56;0;0.3161111111111111;0.0022333333333333333
4;13;20000;20000;578;0;50;2;2;0;50;0;0.0289;0.0020099999999999996
5;12;33000;33000;1119;0;31;5;-1;0;31;6;0.03390909090909091;0.0012181818181818183
6;11;39000;39000;178;0;26;1;-1;0;26;2;0.004564102564102564;0.0010307692307692307
7;10;43000;43000;1497;0;24;5;0;0;24;5;0.034813953488372094;0.0009348837209302325
8;9;48000;48000;3520;0;21;15;1;0;21;14;0.07333333333333333;0.0008374999999999999
9;8;66000;66000;133;0;16;1;0;0;16;1;0.002015151515151515;0.0006090909090909092
10;7;73000;73000;2484;0;14;8;-1;0;14;9;0.03402739726027397;0.0005506849315068494
11;6;74000;74000;2838;0;14;12;-5;0;14;17;0.03835135135135135;0.0005432432432432432
12;5;75000;75000;1304;0;14;3;-4;0;14;7;0.01738666666666667;0.000536
13;4;77000;77000;2300;0;13;11;1;0;13;10;0.02987012987012987;0.0005220779220779221
14;3;83000;83000;3162;0;12;16;5;0;12;11;0.038096385542168675;0.00048433734939759034
15;2;86000;86000;7012;0;12;38;13;0;12;25;0.08153488372093023;0.00046744186046511623
16;1;92000;92000;10860;1;11;47;1;0;11;46;0.11804347826086957;0.0004369565217391304
;;1000000;;;;;191;;;;153;0.8824055650053164;0.01729170672308832;0.8996972717284047
;;;;;;;0.19895287958115182;;;;;
