ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;12;16000;16000;427;0;63;0;0;0;63;0;0.0266875;0.0025125
2;11;17000;17000;71;0;59;0;0;0;59;0;0.0041764705882352945;0.002364705882352941
3;10;18000;18000;2018;0;56;12;12;0;56;0;0.1121111111111111;0.0022333333333333333
4;9;27000;27000;11507;0;37;64;27;0;37;37;0.42618518518518517;0.001488888888888889
5;8;43000;43000;1181;0;24;7;-1;0;24;8;0.02746511627906977;0.0009348837209302325
6;7;48000;48000;2954;0;21;12;1;0;21;11;0.06154166666666667;0.0008374999999999999
7;6;53000;53000;1322;0;19;4;-1;0;19;5;0.024943396226415095;0.0007584905660377359
8;5;54000;54000;39;0;19;0;0;0;19;0;0.0007222222222222222;0.0007444444444444445
9;4;56000;56000;3;0;18;0;0;0;18;0;5.357142857142857e-05;0.0007178571428571428
10;3;68000;68000;3385;0;15;9;0;0;15;9;0.049779411764705885;0.0005911764705882353
11;2;83000;83000;12572;0;12;52;6;0;12;46;0.15146987951807228;0.00048433734939759034
12;1;99000;99000;63;0;11;0;0;0;11;0;0.0006363636363636364;0.0004060606060606061
;;1000000;;;;;160;;;;116;0.8857718946266185;0.014074178404891153;0.8998460730315097
;;;;;;;0.275;;;;;
