ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;20;20000;20000;805;0;50;0;0;0;50;0;0.04025;0.0020099999999999996
2;19;22000;22000;1523;0;46;0;0;0;46;0;0.06922727272727272;0.0018272727272727273
3;18;23000;23000;92;0;44;0;0;0;44;0;0.004;0.0017478260869565217
4;17;28000;28000;282;0;36;0;0;0;36;0;0.010071428571428571;0.0014357142857142856
5;16;30000;30000;1354;0;34;4;0;0;34;4;0.04513333333333333;0.00134
6;15;35000;35000;173;0;29;0;0;0;29;0;0.004942857142857143;0.0011485714285714285
7;14;42000;42000;6316;0;24;24;2;0;24;22;0.1503809523809524;0.0009571428571428571
8;13;46000;46000;4352;0;22;10;-2;0;22;12;0.09460869565217392;0.0008739130434782608
9;12;49000;49000;773;0;21;2;0;0;21;2;0.015775510204081633;0.0008204081632653061
10;11;51000;51000;1792;0;20;7;1;0;20;6;0.035137254901960784;0.0007882352941176471
11;10;63000;63000;637;0;16;1;-1;0;16;2;0.01011111111111111;0.0006380952380952382
12;9;66000;66000;2909;0;16;12;2;0;16;10;0.044075757575757574;0.0006090909090909092
13;8;72000;72000;4333;0;14;13;-3;0;14;16;0.06018055555555556;0.0005583333333333333
14;7;73000;73000;977;0;14;1;0;0;14;1;0.013383561643835617;0.0005506849315068494
15;6;74000;74000;7152;0;14;30;1;0;14;29;0.09664864864864865;0.0005432432432432432
16;5;77000;77000;7156;0;13;33;-2;0;13;35;0.09293506493506494;0.0005220779220779221
17;4;84000;84000;6325;1;12;32;15;0;12;17;0.07529761904761904;0.00047857142857142857
18;3;85000;85000;1117;2;12;6;5;0;12;1;0.013141176470588236;0.0004729411764705882
19;2;89000;89000;312;2;12;1;0;0;12;1;0.00350561797752809;0.00045168539325842697
20;1;100000;100000;282;1;10;1;0;0;10;1;0.00282;0.000402
;;1000000;;;;;177;;;;159;0.8816264178797694;0.018175807462166977;0.8998022253419363
;;;;;;;0.1016949152542373;;;;;
