ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;29000;29000;1630;0;32;0;0;0;32;0;0.05620689655172414;0.001386206896551724;;293732;293741;177020;193492;293732;293733;293855;175036;854833;293787
2;19;29000;29000;2489;0;32;0;0;0;32;0;0.08582758620689655;0.001386206896551724;;448583;448589;478712;495780;448583;448466;448586;175531;702408;448520
3;18;29000;29000;1097;0;32;0;0;0;32;0;0.03782758620689655;0.001386206896551724;;197803;197804;935273;952340;197803;197802;197807;175036;947220;197802
4;17;58000;58000;2197;0;16;0;0;0;16;0;0.03787931034482759;0.000693103448275862;;395919;395921;1144723;1158114;395919;395919;395923;1143689;2641886;395919
5;16;58000;58000;4279;0;16;0;0;0;16;0;0.07377586206896551;0.000693103448275862;;770901;771019;1548729;1562118;770906;770901;770905;1547777;1862790;770901
6;15;58000;58000;1312;0;16;0;0;0;16;0;0.022620689655172412;0.000693103448275862;;236486;236613;2327743;2341260;236555;236496;236615;1606721;2327422;236581
7;14;58000;58000;2502;0;16;0;0;0;16;0;0.04313793103448276;0.000693103448275862;;450812;450814;2572446;2585842;450812;450812;450930;1147740;2572228;450819
8;13;116000;116000;1134;0;8;0;0;0;8;0;0.009775862068965517;0.000346551724137931;;204567;204569;3034784;3044739;204567;204451;204570;3034642;3523649;204508
9;12;116000;116000;1927;0;8;0;0;0;8;0;0.01661206896551724;0.000346551724137931;;347316;347318;3247667;3257617;347316;347317;347320;3161718;3248236;347317
10;11;116000;116000;629;0;8;0;0;0;8;0;0.005422413793103448;0.000346551724137931;;113409;113409;3603337;3613282;113409;113417;113553;3039973;3603989;113483
11;10;232000;232000;23082;0;4;4;0;0;4;4;0.09949137931034482;0.0001732758620689655;;5128156;5128261;3727552;3735001;5128193;5127832;7019353;3730496;8651122;6073579
12;9;232000;232000;14805;0;4;4;0;0;4;4;0.06381465517241379;0.0001732758620689655;;5527574;5527639;8863707;8871715;5527608;3637120;5528430;4997198;9717659;4582758
13;8;232000;232000;6996;0;4;0;-1;0;4;1;0.030155172413793105;0.0001732758620689655;;1260327;1260329;14399299;14407869;1260327;1260327;2230588;3728962;15254568;1502893
14;7;464000;464000;32367;0;2;4;0;0;2;4;0.06975646551724138;8.663793103448275e-05;;10354779;10354979;15667446;15676679;10354879;9661673;10356425;20049106;29699136;10009049
15;6;464000;464000;10029;0;2;2;2;0;2;0;0.021614224137931036;8.663793103448275e-05;;2777090;2777173;26030471;26040205;2777131;1806617;1806620;18234408;39369619;1806618
16;5;464000;464000;8806;0;2;0;-2;0;2;2;0.018978448275862068;8.663793103448275e-05;;1586232;1586351;28815689;28826021;1586291;2556517;5147453;15669739;41184991;3851985
17;4;928000;928000;25360;0;1;2;0;0;1;2;0.027327586206896553;4.3318965517241375e-05;;8399251;8399251;30409906;30409906;8399251;9094282;9094282;104116715;104116715;9094282
18;3;928000;928000;61786;0;1;4;0;0;1;4;0.06657974137931034;4.3318965517241375e-05;;32124562;32124562;38817385;38817385;32124562;31440081;31440081;72668496;72668496;31440081
19;2;928000;928000;49652;0;1;3;1;0;1;2;0.05350431034482759;4.3318965517241375e-05;;43023961;43023961;70950159;70950159;43023961;13469639;13469639;59190533;59190533;13469639
20;1;928000;928000;46986;0;1;4;0;0;1;4;0.05063146551724138;4.3318965517241375e-05;;28764858;28764858;113982163;113982163;28764858;28768415;28768415;30413814;30413814;28768415
;;928000;;;;;27;;;;27;0.8909396551724137;0.008923706896551722;0.8998633620689654
;;;;;;;0.0;;;;;
