ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;177;0;11340;0;0;0;11340;0;0.0177;0.004019999999999999;;32051;32053;175571;194864;32051;32055;32057;173502;195607;32055
2;19;20000;20000;2407;0;5670;0;0;0;5670;0;0.12035;0.0020099999999999996;;433710;444214;216247;235465;433710;433710;444447;214210;236107;433711
3;18;22500;22500;2581;0;5040;0;0;0;5040;0;0.11471111111111111;0.0017866666666666669;;465038;475558;85571;677176;465038;465039;475405;83511;677880;465039
4;17;30240;30240;2009;0;3750;1020;0;0;3750;1020;0.06643518518518518;0.0013293650793650795;;362069;1332410;9971;1150362;452038;362070;1333324;7911;1151174;451935
5;16;65625;65625;357;0;1728;90;5;0;1728;85;0.00544;0.0006125714285714285;;64449;928358;18071;1520577;82474;64428;927733;16011;3075029;82318
6;15;75600;75600;5957;0;1500;1632;60;0;1500;1572;0.0787962962962963;0.0005317460317460317;;1073055;2163030;31571;1593220;1426547;1073058;2120659;29511;3744586;1419493
7;14;78750;78750;6511;0;1440;1538;-93;0;1440;1631;0.08267936507936507;0.0005104761904761905;;1172889;3718536;40571;2721846;1658099;1172897;2566813;38512;2720394;1611492
8;13;81000;81000;444;0;1400;66;-20;0;1400;86;0.005481481481481481;0.0004962962962962963;;80123;1121810;175575;4868390;98718;80127;1122097;173515;4868740;98533
9;12;87500;87500;459;0;1296;34;-21;0;1296;55;0.005245714285714286;0.00045942857142857146;;82809;2158302;85575;4954481;101330;82813;2067994;83515;7308517;100463
10;11;90000;90000;10349;0;1260;2799;656;0;1260;2143;0.11498888888888889;0.0004466666666666667;;1909116;6642146;690186;5045930;3259502;1908688;4454681;688272;5046236;2645342
11;10;120000;120000;391;0;945;127;33;0;945;94;0.003258333333333333;0.000335;;70569;1867224;658906;7342768;148922;70573;1865762;656976;7341398;113198
12;9;126000;126000;2825;0;900;524;-159;0;900;683;0.02242063492063492;0.0003190476190476191;;508949;3217405;175575;7909346;811836;508932;3841636;173515;7907724;875735
13;8;157500;157500;1844;0;720;296;-1;0;720;297;0.011707936507936507;0.00025523809523809527;;332243;2973501;1786776;8910316;485261;332234;4886467;1784399;11661075;603289
14;7;162000;162000;2004;0;700;355;-72;0;700;427;0.01237037037037037;0.00024814814814814816;;361163;5484644;264933;9289688;686740;361150;5455100;262941;13953653;718605
15;6;168000;168000;1617;0;675;329;0;0;675;329;0.009625;0.00023928571428571429;;291397;5791100;175575;9666322;587019;291383;7502186;173515;13726502;662124
16;5;180000;180000;12748;0;630;2728;266;0;630;2462;0.07082222222222222;0.00022333333333333336;;2341282;10328847;3052260;9966603;5375183;2340857;7599842;3049984;10730036;4765110
17;4;181440;181440;6624;0;625;1236;-34;0;625;1270;0.03650793650793651;0.00022156084656084656;;1193238;13866806;388389;19906076;3235519;1193226;9284458;386368;19898399;3158939
18;3;189000;189000;15387;0;600;2899;223;0;600;2676;0.08141269841269841;0.0002126984126984127;;3259392;25255925;175575;21653750;11313106;3258882;11522648;173515;21622349;7592815
19;2;450000;450000;3236;0;252;295;1;0;252;294;0.007191111111111111;8.933333333333333e-05;;583053;18038588;3052098;26986144;2455264;583034;18031069;3049900;26978590;2482185
20;1;590625;590625;10797;0;192;704;-1;0;192;705;0.01828063492063492;6.806349206349206e-05;;1989884;31243609;91886;32460938;13033834;1989461;31232276;89857;32448090;12833214
;;113400000;;;;;16672;;;;15829;0.8854249206349207;0.014414925925925927;0.8998398465608467
;;;;;;;0.05056381957773513;;;;;
