ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;28000;28000;720;0;1200;0;0;0;1200;0;0.025714285714285714;0.0014357142857142856;;129803;129803;175557;198594;129803;129805;129807;173531;199865;129805
2;19;42000;42000;4467;0;800;0;0;0;800;0;0.10635714285714286;0.0009571428571428571;;804745;804873;176211;336931;804745;804748;804753;174236;425876;804748
3;18;42000;42000;441;0;800;0;0;0;800;0;0.0105;0.0009571428571428571;;79579;79722;988919;1149776;79579;79587;79724;314787;990873;79587
4;17;56000;56000;2734;0;600;0;0;0;600;0;0.04882142857142857;0.0007178571428571428;;492698;492701;314029;1237347;492698;492698;492702;312026;1238685;492698
5;16;84000;84000;909;0;400;0;0;0;400;0;0.010821428571428572;0.00047857142857142857;;163955;163957;1216918;1738132;163955;163956;163959;1215434;2030148;163956
6;15;84000;84000;1566;0;400;0;0;0;400;0;0.01864285714285714;0.00047857142857142857;;282342;282344;1389020;1910249;282342;282342;282346;1387614;1739574;282342
7;14;140000;140000;13535;0;240;80;0;0;240;80;0.09667857142857143;0.0002871428571428571;;2438041;3344429;314030;2200752;2740065;2438042;3344159;312047;2202334;2739974
8;13;210000;210000;789;0;160;0;0;0;160;0;0.0037571428571428573;0.00019142857142857142;;142207;142350;1079061;4647050;142218;142215;142352;1077028;6036334;142229
9;12;210000;210000;6865;0;160;80;0;0;160;80;0.03269047619047619;0.00019142857142857142;;1236746;1882650;1229560;4797729;1433559;1236609;1883127;1227676;4648719;1433363
10;11;224000;224000;2680;0;150;0;-4;0;150;4;0.011964285714285714;0.0001794642857142857;;482857;482977;815611;6185683;482880;482857;1390541;813707;6187078;507092
11;10;280000;280000;11980;0;120;120;4;0;120;116;0.04278571428571429;0.00014357142857142856;;2300679;3667678;3263985;6677100;3010684;2157882;3709637;4167371;9984320;2719430
12;9;336000;336000;28657;0;100;170;-14;0;100;184;0.08528869047619048;0.00011964285714285714;;5304593;9303715;2182519;9749789;6831801;5304146;10672502;2181461;13381489;7581346
13;8;350000;350000;9048;0;96;38;-12;0;96;50;0.02585142857142857;0.00011485714285714286;;1629918;3139507;175561;17073468;1937258;1629920;4722344;173535;20945772;2125956
14;7;448000;448000;39295;0;75;177;13;0;75;164;0.08771205357142857;8.973214285714285e-05;;8126562;18577136;1308170;18715077;11209521;8125841;16268858;1306407;35258486;10380528
15;6;560000;560000;15268;0;60;33;-27;0;60;60;0.027264285714285713;7.178571428571428e-05;;2750226;16481634;6480159;29941960;4756382;2750228;6836073;11149327;46944097;3854137
16;5;700000;700000;5308;0;48;17;-3;0;48;20;0.007582857142857143;5.742857142857143e-05;;956249;20320260;4401664;34709743;2183084;956250;3461767;5949090;82980893;1517606
17;4;840000;840000;30249;0;40;107;3;0;40;104;0.036010714285714285;4.7857142857142856e-05;;6957570;32201921;9249509;35818474;11869768;6957696;20964008;9249604;100722862;10935969
18;3;840000;840000;1168;0;40;1;-1;0;40;2;0.0013904761904761905;4.7857142857142856e-05;;210569;7536615;16860256;44716173;393736;210570;7536544;16860218;100503366;576891
19;2;840000;840000;26028;0;40;77;1;0;40;76;0.030985714285714287;4.7857142857142856e-05;;5332604;23176632;17079648;44935542;8521549;4830701;16601818;17079670;94757631;6942957
20;1;840000;840000;153252;0;40;492;50;0;40;442;0.18244285714285716;4.7857142857142856e-05;;61342165;102706848;22421160;57450647;85537304;49172150;71672799;19336370;47888135;64543086
;;33600000;;;;;1392;;;;1382;0.8932624107142856;0.006662910714285715;0.8999253214285713
;;;;;;;0.007183908045977011;;;;;
