ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;16000;16000;762;0;6300;0;0;0;6300;0;0.047625;0.0025125;;137366;137368;175552;199329;137366;137370;137372;173517;199851;137370
2;19;32000;32000;2141;0;3150;0;0;0;3150;0;0.06690625;0.00125625;;385838;385962;321550;345246;385838;385838;385959;319519;345670;385838
3;18;48000;48000;1278;0;2100;0;0;0;2100;0;0.026625;0.0008374999999999999;;230374;230494;321550;739178;230374;230375;230496;319519;739683;230375
4;17;64000;64000;662;0;1575;0;0;0;1575;0;0.01034375;0.000628125;;119359;119502;716332;977597;119359;119367;119504;714407;978172;119367
5;16;80000;80000;1165;0;1260;0;0;0;1260;0;0.0145625;0.0005024999999999999;;210042;210162;321543;1105221;210042;210043;210164;319518;1105846;210043
6;15;96000;96000;8762;0;1050;0;0;0;1050;0;0.09127083333333333;0.00041874999999999996;;1578308;1578430;955764;1323405;1578308;1578309;1578431;953955;1324117;1578309
7;14;112000;112000;4723;0;900;150;0;0;900;150;0.04216964285714286;0.0003589285714285714;;850827;1220157;321550;2910048;883025;850813;1219773;319520;2910830;882955
8;13;144000;144000;11540;0;700;370;-85;0;700;455;0.08013888888888888;0.00027916666666666666;;2078715;3853952;560848;3919522;2285465;2078716;3853646;558913;4199894;2344550
9;12;160000;160000;23356;0;630;1000;65;0;630;935;0.145975;0.00025124999999999995;;4357333;9957821;935578;6551575;5479409;4356888;7719903;933723;6551630;5093079
10;11;192000;192000;3008;0;525;339;25;0;525;314;0.015666666666666666;0.00020937499999999998;;542015;5912758;2672160;11156614;926643;542015;1772434;2670676;11156368;780107
11;10;224000;224000;2173;0;450;55;-5;0;450;60;0.009700892857142858;0.0001794642857142857;;391601;5892017;1576481;12380442;548146;391601;5892140;1574665;12379946;545395
12;9;240000;240000;634;0;420;0;0;0;420;0;0.0026416666666666667;0.0001675;;114310;114453;780221;12780657;114312;114318;114455;778450;12780232;114325
13;8;320000;320000;7488;0;315;300;19;0;315;281;0.0234;0.00012562499999999998;;1348878;7896037;5431421;12903516;2747380;1348879;7895658;5429372;12903169;2532665
14;7;448000;448000;50156;0;225;1070;-12;0;225;1082;0.11195535714285715;8.973214285714285e-05;;10792730;25630316;2106301;14261106;18809062;10790959;25628139;2104881;14260866;19309418
15;6;480000;480000;5693;0;210;130;-3;0;210;133;0.011860416666666667;8.375e-05;;1025541;13505644;7928380;38542233;2073055;1025521;12833206;8339943;39802701;1840572
16;5;560000;560000;33970;0;180;525;-17;0;180;542;0.06066071428571428;7.178571428571428e-05;;6814479;20220083;1401570;39576502;11764302;6813434;20562051;1399431;39573788;12128124
17;4;672000;672000;4948;0;150;40;-19;0;150;59;0.007363095238095238;5.982142857142857e-05;;891328;1901885;3956639;48916765;1022452;891329;4094107;3954369;48913174;1114031
18;3;720000;720000;8377;0;140;140;7;0;140;133;0.011634722222222222;5.583333333333334e-05;;1509016;29629129;2992383;49967439;5423097;1509017;24444119;2990935;70349228;4374237
19;2;800000;800000;8760;0;126;109;4;0;126;105;0.01095;5.025e-05;;1577944;32632312;5303707;51484450;4609175;1577935;43643547;5539370;92030428;5119112
20;1;960000;960000;96266;0;105;1082;21;0;105;1061;0.10027708333333334;4.1875e-05;;36840735;116737562;11263931;57683528;76927823;36836881;83073938;11262323;57654609;63409559
;;100800000;;;;;5310;;;;5310;0.89172748015873;0.008179982142857142;0.8999074623015871
;;;;;;;0.0;;;;;
