ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;14000;14000;476;0;50;0;0;0;50;0;0.034;0.0014042857142857143;;86533;86568;6232;25428;86562;86443;87425;5231;69571;86918
2;19;14000;14000;170;0;50;0;0;0;50;0;0.012142857142857143;0.0014042857142857143;;31453;31458;95681;114772;31453;31363;31401;14408;114921;31370
3;18;14000;14000;25;0;50;0;0;0;50;0;0.0017857142857142857;0.0014042857142857143;;5363;5363;130039;148444;5363;5268;6250;5231;149239;5738
4;17;70000;70000;1914;0;10;0;0;0;10;0;0.027342857142857144;0.00028085714285714286;;345631;345633;142533;156026;345631;345563;345578;142593;1080296;345573
5;16;70000;70000;152;0;10;0;0;0;10;0;0.0021714285714285715;0.00028085714285714286;;28228;28228;491174;503988;28228;28171;28171;491230;1049719;28171
6;15;70000;70000;1804;0;10;0;0;0;10;0;0.02577142857142857;0.00028085714285714286;;325843;325845;522413;534548;325843;325787;326883;522461;720436;325895
7;14;70000;70000;3109;0;10;0;0;0;10;0;0.04441428571428571;0.00028085714285714286;;560849;560851;851267;862723;560849;560793;560796;142712;866181;560793
8;13;350000;350000;3258;0;2;0;-1;0;2;1;0.009308571428571428;5.617142857142858e-05;;587793;587793;1425755;1425902;587793;587738;725950;17223840;31997793;656844
9;12;350000;350000;12429;0;2;2;0;0;2;2;0.03551142857142857;5.617142857142858e-05;;2378268;2378343;2016249;2016783;2378305;2377764;2377796;17953096;29617367;2377780
10;11;350000;350000;17569;0;2;4;1;0;2;3;0.05019714285714286;5.617142857142858e-05;;3442783;3442853;4397146;4398306;3442818;3303301;4718583;20334166;24896154;4010942
11;10;350000;350000;3105;0;2;0;0;0;2;0;0.008871428571428572;5.617142857142858e-05;;560137;560137;7842553;7844344;560137;560079;560079;23640773;24333445;560079
12;9;350000;350000;679;0;2;0;0;0;2;0;0.00194;5.617142857142858e-05;;123221;123223;8405244;8407718;123222;123166;123167;24204138;24207649;123166
13;8;350000;350000;34297;0;2;6;0;0;2;6;0.09799142857142858;5.617142857142858e-05;;7870192;7870312;8531019;8534196;7870252;6592812;7869813;17612207;24330612;7231312
14;7;350000;350000;1027;0;2;0;0;0;2;0;0.0029342857142857144;5.617142857142858e-05;;185850;185850;16403885;16407643;185850;185793;185794;17423783;32203738;185793
15;6;350000;350000;77092;0;2;12;-1;0;2;13;0.22026285714285715;5.617142857142858e-05;;15994395;15994535;16592289;16596730;15994465;15992894;16130349;1428259;32392841;16061621
16;5;700000;700000;9638;0;1;1;1;0;1;0;0.013768571428571429;2.808571428571429e-05;;1875522;1875522;32589378;32589378;1875522;1736724;1736724;78484486;78484486;1736724
17;4;700000;700000;5068;0;1;1;0;0;1;1;0.00724;2.808571428571429e-05;;1051898;1051898;34467902;34467902;1051898;1051985;1051985;77429871;77429871;1051985
18;3;700000;700000;62688;0;1;5;-1;0;1;6;0.08955428571428571;2.808571428571429e-05;;13261359;13261359;35522802;35522802;13261359;14689556;14689556;62737685;62737685;14689556
19;2;700000;700000;44476;0;1;4;1;0;1;3;0.06353714285714286;2.808571428571429e-05;;9842781;9842781;48787163;48787163;9842781;8426232;8426232;54308375;54308375;8426232
20;1;700000;700000;99486;0;1;9;0;0;1;9;0.14212285714285713;2.808571428571429e-05;;52898186;52898186;58632946;58632946;52898186;21717136;21717136;32588161;32588161;21717136
;;700000;;;;;44;;;;44;0.8908685714285713;0.0059260857142857115;0.8967946571428571
;;;;;;;0.0;;;;;
